fecha,clae2,salario_median,salario_normalizado,ipc_normalizado,salario_real,anio,mes
2019-05-01,33,39055,0.9290993291358064,116,33796,2019,5
2019-05-01,35,72533,0.8690541803455465,116,62767,2019,5
2019-05-01,36,48087,0.8594625268654649,116,41612,2019,5
2019-05-01,37,39171,0.8957295577109972,116,33897,2019,5
2019-05-01,38,58617,0.9126026412651294,116,50724,2019,5
2019-05-01,39,40296,0.8429155641087323,116,34870,2019,5
2019-05-01,41,19998,0.954957321076822,116,17305,2019,5
2019-05-01,42,40212,0.9279246190087016,116,34798,2019,5
2019-05-01,43,27059,0.9417749715038154,116,23416,2019,5
2019-05-01,45,34144,0.8876121895898459,116,29547,2019,5
2019-05-01,46,35379,0.8797299565468752,116,30615,2019,5
2019-05-01,47,33350,0.8882358685712763,116,28860,2019,5
2019-05-01,49,42287,0.8352781412804622,116,36593,2019,5
2019-05-01,50,72803,0.8799363442246484,116,63000,2019,5
2019-05-01,51,73532,0.8601080613198766,116,63631,2019,5
2019-05-01,52,40169,0.8816580060688202,116,34760,2019,5
2019-05-01,53,40453,0.8646543954458501,116,35006,2019,5
2019-05-01,55,29913,0.8812672162781906,116,25885,2019,5
2019-05-01,56,15597,0.8664518637853452,116,13497,2019,5
2019-05-01,58,37373,0.8699757906825166,116,32341,2019,5
2019-05-01,59,29852,0.871283853628282,116,25833,2019,5
2019-05-01,60,49919,0.8329458485360862,116,43198,2019,5
2019-05-01,61,59256,0.7850253092587174,116,51277,2019,5
2019-05-01,62,50000,0.8537571004132185,116,43268,2019,5
2019-05-01,63,47500,0.8615907383530315,116,41104,2019,5
2019-05-01,64,87785,0.9719797598792383,116,75965,2019,5
2019-05-01,65,49500,0.8636244018964843,116,42835,2019,5
2019-05-01,66,35665,0.8777816518653732,116,30863,2019,5
2019-05-01,68,30264,0.8884474529499691,116,26189,2019,5
2019-05-01,69,27500,0.8603047564425095,116,23797,2019,5
2019-05-01,70,35029,0.8723175097276265,116,30313,2019,5
2019-05-01,71,32538,0.8888646064538159,116,28157,2019,5
2019-05-01,72,46482,0.8861647570205708,116,40223,2019,5
2019-05-01,73,35543,0.8893550384816683,116,30757,2019,5
2019-05-01,74,32707,0.8487590312723686,116,28303,2019,5
2019-05-01,75,18458,0.8749284046784828,116,15973,2019,5
2019-05-01,77,34272,0.8924244692831987,116,29657,2019,5
2019-05-01,78,28422,0.9250949332754692,116,24595,2019,5
2019-05-01,79,34649,0.8823836506016426,116,29984,2019,5
2019-05-01,80,28328,0.8432311756607588,116,24514,2019,5
2019-05-01,81,21369,0.9123538578676592,116,18492,2019,5
2019-05-01,82,25536,0.884358531841086,116,22098,2019,5
2019-05-01,85,21326,0.8795405569818635,116,18455,2019,5
2019-05-01,86,34638,0.847616755916816,116,29974,2019,5
2019-05-01,87,26653,0.8463128147185758,116,23064,2019,5
2019-05-01,88,25994,0.8338760125110274,116,22494,2019,5
2019-05-01,90,21553,0.9937944522787616,116,18651,2019,5
2019-05-01,91,29258,0.866747475146455,116,25319,2019,5
2019-05-01,92,34806,0.8846715142940051,116,30120,2019,5
2019-05-01,93,25588,0.8986496373863723,116,22143,2019,5
2019-05-01,94,37000,0.8900149939462944,116,32018,2019,5
2019-05-01,95,31839,0.8952319808051435,116,27552,2019,5
2019-05-01,96,21086,0.8894200519524343,116,18247,2019,5
2019-06-01,1,30130,1.214025968793126,119,25360,2019,6
2019-06-01,2,25244,1.1808355130059212,119,21248,2019,6
2019-06-01,3,75670,1.2907829646898277,119,63692,2019,6
2019-06-01,5,89467,1.5703237990929133,119,75305,2019,6
2019-06-01,6,205771,1.3140435042905607,119,173198,2019,6
2019-06-01,7,143007,1.2335314362605987,119,120369,2019,6
2019-06-01,8,58233,1.2821921427667105,119,49015,2019,6
2019-06-01,9,182517,1.3660821543915764,119,153625,2019,6
2019-06-01,10,56734,1.2934486682840918,119,47753,2019,6
2019-06-01,11,67103,1.3080804306790603,119,56481,2019,6
2019-06-01,12,80724,1.2049332346520554,119,67946,2019,6
2019-06-01,13,44495,1.3603982796926275,119,37452,2019,6
2019-06-01,14,42025,1.2986511333261228,119,35373,2019,6
2019-06-01,15,48076,1.2909052259428735,119,40466,2019,6
2019-06-01,16,31968,1.2852921270764508,119,26908,2019,6
2019-06-01,17,68754,1.3521099062100024,119,57870,2019,6
2019-06-01,18,51940,1.3319941016818757,119,43718,2019,6
2019-06-01,19,130363,1.3019819079015813,119,109727,2019,6
2019-06-01,20,73890,1.2862533020188556,119,62193,2019,6
2019-06-01,21,102202,1.3194760930328635,119,86024,2019,6
2019-06-01,22,55607,1.2718480836050985,119,46805,2019,6
2019-06-01,23,60079,1.3035101485855625,119,50569,2019,6
2019-06-01,24,75834,1.2756072397784106,119,63830,2019,6
2019-06-01,25,45000,1.3347174847990508,119,37877,2019,6
2019-06-01,26,61896,1.3260089870229104,119,52098,2019,6
2019-06-01,27,54677,1.3450924678807112,119,46022,2019,6
2019-06-01,28,54969,1.356896303457923,119,46268,2019,6
2019-06-01,29,81798,1.3115993057012405,119,68850,2019,6
2019-06-01,30,47003,1.3121540984750673,119,39563,2019,6
