fecha,clae2,w_median
2020-02-01,63,65991
2020-02-01,64,111232
2020-02-01,65,68819
2020-02-01,66,48151
2020-02-01,68,40000
2020-02-01,69,40000
2020-02-01,70,50000
2020-02-01,71,45010
2020-02-01,72,63007
2020-02-01,73,47519
2020-02-01,74,48576
2020-02-01,75,25584
2020-02-01,77,46192
2020-02-01,78,39205
2020-02-01,79,46622
2020-02-01,80,41027
2020-02-01,81,29421
2020-02-01,82,35261
2020-02-01,85,29019
2020-02-01,86,49555
2020-02-01,87,39360
2020-02-01,88,38216
2020-02-01,90,21427
2020-02-01,91,42669
2020-02-01,92,46866
2020-02-01,93,34020
2020-02-01,94,50682
2020-02-01,95,42273
2020-02-01,96,29231
2020-02-01,999,47634
2020-03-01,1,32346
2020-03-01,2,26754
2020-03-01,3,52377
2020-03-01,5,-99
2020-03-01,6,194224
2020-03-01,7,145779
2020-03-01,8,53936
2020-03-01,9,147414
2020-03-01,10,53783
2020-03-01,11,60837
2020-03-01,12,83757
2020-03-01,13,37071
2020-03-01,14,37041
2020-03-01,15,41889
2020-03-01,16,30733
2020-03-01,17,59974
2020-03-01,18,44977
2020-03-01,19,117670
2020-03-01,20,69485
2020-03-01,21,96458
2020-03-01,22,49936
2020-03-01,23,53013
2020-03-01,24,64241
2020-03-01,25,38679
2020-03-01,26,52352
2020-03-01,27,45929
2020-03-01,28,45344
2020-03-01,29,71308
2020-03-01,30,42692
2020-03-01,31,38061
2020-03-01,32,44795
2020-03-01,33,48535
2020-03-01,35,115362
2020-03-01,36,66087
2020-03-01,37,51798
2020-03-01,38,81580
2020-03-01,39,63231
2020-03-01,41,27730
2020-03-01,42,52630
2020-03-01,43,36858
2020-03-01,45,46200
2020-03-01,46,50000
2020-03-01,47,46527
2020-03-01,49,62927
2020-03-01,50,101374
2020-03-01,51,120544
2020-03-01,52,55368
2020-03-01,53,58291
2020-03-01,55,39837
2020-03-01,56,20851
2020-03-01,58,50067
2020-03-01,59,46500
2020-03-01,60,72950
2020-03-01,61,105127
2020-03-01,62,74000
2020-03-01,63,67924
2020-03-01,64,102839
2020-03-01,65,69349
2020-03-01,66,50136
2020-03-01,68,40553
2020-03-01,69,40158
2020-03-01,70,51197
2020-03-01,71,46355
2020-03-01,72,67382
2020-03-01,73,50000
2020-03-01,74,48678
2020-03-01,75,26452
2020-03-01,77,47385
2020-03-01,78,35885
2020-03-01,79,46743
2020-03-01,80,40973
2020-03-01,81,27807
2020-03-01,82,36788
2020-03-01,85,30182
2020-03-01,86,50328
2020-03-01,87,39940
2020-03-01,88,38375
2020-03-01,90,32735
2020-03-01,91,43937
2020-03-01,92,45426
2020-03-01,93,34020
2020-03-01,94,51403
2020-03-01,95,44923
2020-03-01,96,29229
2020-03-01,999,49340
2020-04-01,1,33339
2020-04-01,2,26090
2020-04-01,3,56839
2020-04-01,5,-99
2020-04-01,6,176940
2020-04-01,7,134262
2020-04-01,8,51785
2020-04-01,9,100383
2020-04-01,10,53987
2020-04-01,11,63877
2020-04-01,12,77762
2020-04-01,13,30096
2020-04-01,14,30258
2020-04-01,15,33505
2020-04-01,16,29939
2020-04-01,17,59366
2020-04-01,18,43362
2020-04-01,19,115765
2020-04-01,20,68062
2020-04-01,21,97670
2020-04-01,22,47014
2020-04-01,23,45240
2020-04-01,24,54316
2020-04-01,25,34672
2020-04-01,26,48261
2020-04-01,27,40694
2020-04-01,28,42196
2020-04-01,29,56468
2020-04-01,30,37838
2020-04-01,31,35653
2020-04-01,32,40254
2020-04-01,33,44340
2020-04-01,35,95967
2020-04-01,36,65652
2020-04-01,37,51830
2020-04-01,38,84990
2020-04-01,39,58258
2020-04-01,41,25132
2020-04-01,42,44539
2020-04-01,43,33368
2020-04-01,45,40085
2020-04-01,46,49746
2020-04-01,47,44312
2020-04-01,49,58197
2020-04-01,50,99661
2020-04-01,51,92861
2020-04-01,52,54492
2020-04-01,53,59610
2020-04-01,55,25668
2020-04-01,56,19449
2020-04-01,58,50436
2020-04-01,59,42118
2020-04-01,60,72873
2020-04-01,61,92326
2020-04-01,62,75634
2020-04-01,63,64986
2020-04-01,64,100839
2020-04-01,65,70352
2020-04-01,66,50000
2020-04-01,68,38725
2020-04-01,69,38425
2020-04-01,70,51630
2020-04-01,71,44976
2020-04-01,72,70511
2020-04-01,73,50610
2020-04-01,74,48991
2020-04-01,75,26114
2020-04-01,77,43850
2020-04-01,78,41834
2020-04-01,79,40134
2020-04-01,80,40439
2020-04-01,81,24180
2020-04-01,82,37250
2020-04-01,85,30961
2020-04-01,86,50783
2020-04-01,87,39662
2020-04-01,88,39387
2020-04-01,90,32055
2020-04-01,91,36695
2020-04-01,92,29000
2020-04-01,93,33403
2020-04-01,94,51390
2020-04-01,95,42226
2020-04-01,96,27807
2020-04-01,999,47828
2020-05-01,1,34522
2020-05-01,2,27693
2020-05-01,3,71785
2020-05-01,5,-99
2020-05-01,6,156366
2020-05-01,7,142483
2020-05-01,8,52245
2020-05-01,9,94822
2020-05-01,10,54070
2020-05-01,11,66826
2020-05-01,12,80553
2020-05-01,13,32998
2020-05-01,14,31438
2020-05-01,15,33829
2020-05-01,16,30675
2020-05-01,17,58715
2020-05-01,18,43006
2020-05-01,19,101881
2020-05-01,20,68214
2020-05-01,21,98734
2020-05-01,22,47444
2020-05-01,23,47908
2020-05-01,24,58637
2020-05-01,25,35089
2020-05-01,26,50726
2020-05-01,27,41440
2020-05-01,28,43054
2020-05-01,29,56454
2020-05-01,30,39505
2020-05-01,31,36296
2020-05-01,32,42240
2020-05-01,33,43680
2020-05-01,35,96895
2020-05-01,36,67531
2020-05-01,37,52413
2020-05-01,38,83028
2020-05-01,39,60649
2020-05-01,41,25858
2020-05-01,42,48000
2020-05-01,43,33427
2020-05-01,45,44329
2020-05-01,46,50000
2020-05-01,47,45528
2020-05-01,49,58990
2020-05-01,50,106138
2020-05-01,51,89389
2020-05-01,52,55000
2020-05-01,53,61779
2020-05-01,55,25428
2020-05-01,56,19557
2020-05-01,58,50000
2020-05-01,59,42571
2020-05-01,60,71034
2020-05-01,61,84299
2020-05-01,62,75198
2020-05-01,63,65765
2020-05-01,64,100702
2020-05-01,65,69865
2020-05-01,66,50288
2020-05-01,68,39752
2020-05-01,69,39043
2020-05-01,70,51865
2020-05-01,71,44771
2020-05-01,72,69138
2020-05-01,73,50017
2020-05-01,74,47109
2020-05-01,75,26266
2020-05-01,77,44082
2020-05-01,78,42217
2020-05-01,79,38650
2020-05-01,80,40138
2020-05-01,81,25312
2020-05-01,82,37023
2020-05-01,85,31041
2020-05-01,86,51359
2020-05-01,87,40868
2020-05-01,88,39605
2020-05-01,90,31726
2020-05-01,91,37103
2020-05-01,92,29115
2020-05-01,93,32121
2020-05-01,94,51921
2020-05-01,95,44574
2020-05-01,96,27721
2020-05-01,999,49101
2020-06-01,1,50812
2020-06-01,2,39796
2020-06-01,3,86537
2020-06-01,5,-99
2020-06-01,6,254380
2020-06-01,7,215562
2020-06-01,8,80388
2020-06-01,9,148785
2020-06-01,10,83233
2020-06-01,11,95796
2020-06-01,12,128752
2020-06-01,13,54550
2020-06-01,14,48833
2020-06-01,15,58800
2020-06-01,16,47302
2020-06-01,17,91666
2020-06-01,18,65796
2020-06-01,19,172394
2020-06-01,20,105664
2020-06-01,21,154516
2020-06-01,22,76255
2020-06-01,23,76454
2020-06-01,24,93433
2020-06-01,25,56796
2020-06-01,26,77668
2020-06-01,27,69721
2020-06-01,28,69404
2020-06-01,29,101342
2020-06-01,30,62156
2020-06-01,31,58465
2020-06-01,32,65974
2020-06-01,33,70219
2020-06-01,35,142342
2020-06-01,36,102169
2020-06-01,37,79990
2020-06-01,38,115356
2020-06-01,39,86460
2020-06-01,41,37905
2020-06-01,42,73638
2020-06-01,43,51698
2020-06-01,45,68667
2020-06-01,46,75150
2020-06-01,47,69409
2020-06-01,49,87269
2020-06-01,50,146460
2020-06-01,51,114281
2020-06-01,52,79477
2020-06-01,53,88032
2020-06-01,55,37097
2020-06-01,56,28812
2020-06-01,58,75967
2020-06-01,59,57753
2020-06-01,60,111794
2020-06-01,61,133568
2020-06-01,62,113890
2020-06-01,63,100788
2020-06-01,64,149154
2020-06-01,65,106690
2020-06-01,66,76027
2020-06-01,68,59314
2020-06-01,69,58500
2020-06-01,70,77693
2020-06-01,71,67197
2020-06-01,72,105380
2020-06-01,73,75000
2020-06-01,74,72355
2020-06-01,75,39324
2020-06-01,77,66152
2020-06-01,78,52621
2020-06-01,79,58873
2020-06-01,80,58840
2020-06-01,81,35751
2020-06-01,82,55271
2020-06-01,85,44022
2020-06-01,86,76847
2020-06-01,87,60354
2020-06-01,88,58601
2020-06-01,90,45000
2020-06-01,91,54159
2020-06-01,92,35761
2020-06-01,93,44195
2020-06-01,94,77999
2020-06-01,95,67500
2020-06-01,96,40501
2020-06-01,999,74245
2020-07-01,1,36028
2020-07-01,2,29159
2020-07-01,3,59435
2020-07-01,5,-99
2020-07-01,6,168417
2020-07-01,7,178154
2020-07-01,8,55991
2020-07-01,9,105072
2020-07-01,10,58816
2020-07-01,11,66813
2020-07-01,12,92404
2020-07-01,13,38097
2020-07-01,14,34478
2020-07-01,15,38740
2020-07-01,16,34125
2020-07-01,17,64537
2020-07-01,18,45266
2020-07-01,19,112284
2020-07-01,20,72215
2020-07-01,21,102744
2020-07-01,22,55000
2020-07-01,23,56931
2020-07-01,24,63664
2020-07-01,25,39094
2020-07-01,26,59922
2020-07-01,27,47937
2020-07-01,28,47434
2020-07-01,29,73242
2020-07-01,30,44065
2020-07-01,31,42076
2020-07-01,32,46673
2020-07-01,33,47634
2020-07-01,35,99709
2020-07-01,36,67131
2020-07-01,37,55122
2020-07-01,38,83999
2020-07-01,39,60000
2020-07-01,41,27730
2020-07-01,42,51253
2020-07-01,43,36598
2020-07-01,45,46791
2020-07-01,46,50820
2020-07-01,47,47202
2020-07-01,49,59754
2020-07-01,50,103121
2020-07-01,51,75727
2020-07-01,52,57184
2020-07-01,53,60595
2020-07-01,55,25685
2020-07-01,56,20690
2020-07-01,58,51324
2020-07-01,59,40887
2020-07-01,60,74457
2020-07-01,61,89462
2020-07-01,62,79298
2020-07-01,63,69296
2020-07-01,64,129114
2020-07-01,65,72047
2020-07-01,66,51557
2020-07-01,68,41494
2020-07-01,69,40671
2020-07-01,70,53665
2020-07-01,71,46222
2020-07-01,72,74601
2020-07-01,73,52035
2020-07-01,74,54000
2020-07-01,75,26690
2020-07-01,77,45817
2020-07-01,78,43863
2020-07-01,79,38437
2020-07-01,80,40617
2020-07-01,81,27359
2020-07-01,82,37606
2020-07-01,85,32298
2020-07-01,86,52876
2020-07-01,87,40913
2020-07-01,88,41675
2020-07-01,90,32647
2020-07-01,91,38673
2020-07-01,92,31781
2020-07-01,93,33811
2020-07-01,94,53503
2020-07-01,95,45879
2020-07-01,96,29195
2020-07-01,999,50324
2020-08-01,1,36069
2020-08-01,2,29224
2020-08-01,3,94756
2020-08-01,5,-99
2020-08-01,6,174598
2020-08-01,7,173320
2020-08-01,8,58560
2020-08-01,9,110536
2020-08-01,10,57735
2020-08-01,11,69031
2020-08-01,12,92528
2020-08-01,13,38764
2020-08-01,14,35076
2020-08-01,15,39549
2020-08-01,16,34860
2020-08-01,17,67269
2020-08-01,18,44768
2020-08-01,19,117381
2020-08-01,20,78215
2020-08-01,21,106085
2020-08-01,22,57568
2020-08-01,23,57010
2020-08-01,24,62752
2020-08-01,25,41282
2020-08-01,26,56620
2020-08-01,27,49711
2020-08-01,28,49404
2020-08-01,29,77470
2020-08-01,30,45541
2020-08-01,31,42339
2020-08-01,32,47642
2020-08-01,33,48044
2020-08-01,35,100134
2020-08-01,36,68007
2020-08-01,37,54811
2020-08-01,38,89069
2020-08-01,39,65436
2020-08-01,41,27179
2020-08-01,42,49290
2020-08-01,43,36695
2020-08-01,45,48138
2020-08-01,46,51075
2020-08-01,47,47420
2020-08-01,49,61231
2020-08-01,50,109344
2020-08-01,51,70657
2020-08-01,52,58995
2020-08-01,53,67021
2020-08-01,55,25648
2020-08-01,56,20936
2020-08-01,58,52242
2020-08-01,59,40000
2020-08-01,60,73504
2020-08-01,61,87796
2020-08-01,62,80561
2020-08-01,63,69706
2020-08-01,64,117349
2020-08-01,65,74587
2020-08-01,66,52120
2020-08-01,68,43383
2020-08-01,69,41506
2020-08-01,70,54896
2020-08-01,71,46670
2020-08-01,72,76364
2020-08-01,73,52793
2020-08-01,74,52198
2020-08-01,75,26576
2020-08-01,77,46271
2020-08-01,78,45158
2020-08-01,79,39114
2020-08-01,80,40381
2020-08-01,81,27003
2020-08-01,82,37204
2020-08-01,85,32347
2020-08-01,86,57710
2020-08-01,87,46190
2020-08-01,88,44055
2020-08-01,90,32515
2020-08-01,91,37490
2020-08-01,92,31229
2020-08-01,93,34268
2020-08-01,94,54889
2020-08-01,95,46296
2020-08-01,96,31595
2020-08-01,999,50512
2020-09-01,1,37814
2020-09-01,2,32822
2020-09-01,3,86288
2020-09-01,5,-99
2020-09-01,6,188789
2020-09-01,7,166599
2020-09-01,8,62250
2020-09-01,9,119578
2020-09-01,10,60081
2020-09-01,11,72905
2020-09-01,12,91442
2020-09-01,13,40046
2020-09-01,14,36641
2020-09-01,15,43374
2020-09-01,16,35773
2020-09-01,17,67679
2020-09-01,18,47404
2020-09-01,19,116884
2020-09-01,20,78677
2020-09-01,21,111863
2020-09-01,22,58627
2020-09-01,23,60118
2020-09-01,24,70553
2020-09-01,25,43243
2020-09-01,26,62002
2020-09-01,27,52312
2020-09-01,28,50990
2020-09-01,29,80689
2020-09-01,30,47299
2020-09-01,31,43801
2020-09-01,32,49128
2020-09-01,33,50704
2020-09-01,35,111656
2020-09-01,36,70515
2020-09-01,37,56119
2020-09-01,38,87364
2020-09-01,39,67883
2020-09-01,41,27730
2020-09-01,42,51581
2020-09-01,43,37612
2020-09-01,45,48967
2020-09-01,46,52000
2020-09-01,47,47827
2020-09-01,49,60808
2020-09-01,50,110394
2020-09-01,51,72732
2020-09-01,52,60871
2020-09-01,53,66422
2020-09-01,55,25685
2020-09-01,56,21326
2020-09-01,58,53397
2020-09-01,59,39007
2020-09-01,60,76424
2020-09-01,61,100930
2020-09-01,62,85001
2020-09-01,63,73870
2020-09-01,64,111317
2020-09-01,65,76946
2020-09-01,66,53678
2020-09-01,68,44198
2020-09-01,69,42168
2020-09-01,70,58333
2020-09-01,71,48020
2020-09-01,72,76255
2020-09-01,73,54004
2020-09-01,74,53626
2020-09-01,75,27439
2020-09-01,77,47288
2020-09-01,78,45539
2020-09-01,79,39029
2020-09-01,80,43676
2020-09-01,81,27527
2020-09-01,82,37735
2020-09-01,85,33296
2020-09-01,86,58767
2020-09-01,87,46244
2020-09-01,88,44503
2020-09-01,90,33165
2020-09-01,91,37149
2020-09-01,92,29554
2020-09-01,93,34940
2020-09-01,94,55311
2020-09-01,95,47305
2020-09-01,96,32355
2020-09-01,999,52275
2020-10-01,1,42432
2020-10-01,2,35246
2020-10-01,3,84312
2020-10-01,5,-99
2020-10-01,6,206229
2020-10-01,7,172300
2020-10-01,8,65264
2020-10-01,9,143977
2020-10-01,10,62319
2020-10-01,11,74849
2020-10-01,12,102374
2020-10-01,13,47279
2020-10-01,14,42309
2020-10-01,15,46254
2020-10-01,16,37485
2020-10-01,17,70627
2020-10-01,18,49000
2020-10-01,19,129947
2020-10-01,20,81336
2020-10-01,21,110055
2020-10-01,22,60229
2020-10-01,23,63058
2020-10-01,24,71958
2020-10-01,25,43685
2020-10-01,26,66518
2020-10-01,27,53624
2020-10-01,28,52024
2020-10-01,29,85629
2020-10-01,30,49769
2020-10-01,31,45883
2020-10-01,32,52575
2020-10-01,33,52654
2020-10-01,35,107397
2020-10-01,36,76766
2020-10-01,37,59768
2020-10-01,38,96316
2020-10-01,39,74548
2020-10-01,41,28522
2020-10-01,42,53359
2020-10-01,43,38703
2020-10-01,45,54014
2020-10-01,46,58302
2020-10-01,47,53948
2020-10-01,49,70953
2020-10-01,50,116684
2020-10-01,51,72970
2020-10-01,52,64746
2020-10-01,53,70023
2020-10-01,55,26965
2020-10-01,56,22876
2020-10-01,58,57513
2020-10-01,59,40000
2020-10-01,60,84480
2020-10-01,61,91780
2020-10-01,62,89483
2020-10-01,63,78043
2020-10-01,64,156951
2020-10-01,65,79811
2020-10-01,66,59822
2020-10-01,68,47581
2020-10-01,69,46320
2020-10-01,70,59956
2020-10-01,71,51340
2020-10-01,72,80095
2020-10-01,73,58985
2020-10-01,74,62692
2020-10-01,75,30784
2020-10-01,77,51837
2020-10-01,78,47643
2020-10-01,79,40002
2020-10-01,80,44428
2020-10-01,81,28643
2020-10-01,82,42179
2020-10-01,85,34237
2020-10-01,86,58602
2020-10-01,87,46054
2020-10-01,88,45825
2020-10-01,90,35000
2020-10-01,91,41237
2020-10-01,92,31024
2020-10-01,93,37122
2020-10-01,94,57681
2020-10-01,95,52358
2020-10-01,96,34696
2020-10-01,999,57459
2020-11-01,1,41898
2020-11-01,2,37174
2020-11-01,3,73895
2020-11-01,5,-99
2020-11-01,6,218518
2020-11-01,7,163121
2020-11-01,8,68749
2020-11-01,9,170497
2020-11-01,10,63911
2020-11-01,11,76154
2020-11-01,12,106951
2020-11-01,13,46138
2020-11-01,14,42567
2020-11-01,15,47974
2020-11-01,16,37951
2020-11-01,17,72387
2020-11-01,18,49971
2020-11-01,19,139843
2020-11-01,20,83162
2020-11-01,21,116826
2020-11-01,22,61579
2020-11-01,23,66001
2020-11-01,24,73436
2020-11-01,25,43635
2020-11-01,26,70242
2020-11-01,27,55011
2020-11-01,28,51938
2020-11-01,29,88016
2020-11-01,30,48612
2020-11-01,31,45876
2020-11-01,32,52831
2020-11-01,33,54097
2020-11-01,35,106117
2020-11-01,36,75400
2020-11-01,37,60045
2020-11-01,38,92698
2020-11-01,39,72407
2020-11-01,41,32339
2020-11-01,42,60000
2020-11-01,43,42428
2020-11-01,45,54126
2020-11-01,46,58107
2020-11-01,47,54100
2020-11-01,49,70372
2020-11-01,50,123423
2020-11-01,51,75585
2020-11-01,52,65913
2020-11-01,53,71495
2020-11-01,55,29498
2020-11-01,56,24031
2020-11-01,58,57795
2020-11-01,59,42330
2020-11-01,60,82261
2020-11-01,61,91283
2020-11-01,62,92400
2020-11-01,63,76286
2020-11-01,64,158879
2020-11-01,65,80393
2020-11-01,66,58934
2020-11-01,68,49470
2020-11-01,69,47581
2020-11-01,70,60000
2020-11-01,71,52776
2020-11-01,72,80342
2020-11-01,73,60000
2020-11-01,74,56992
2020-11-01,75,31739
2020-11-01,77,52667
2020-11-01,78,48639
2020-11-01,79,40880
2020-11-01,80,44410
2020-11-01,81,29198
2020-11-01,82,41967
2020-11-01,85,34530
2020-11-01,86,58535
2020-11-01,87,46231
2020-11-01,88,46337
2020-11-01,90,34000
2020-11-01,91,39460
2020-11-01,92,32270
2020-11-01,93,40728
2020-11-01,94,58760
2020-11-01,95,52263
2020-11-01,96,36588
2020-11-01,999,57220
2020-12-01,1,63390
2020-12-01,2,54017
2020-12-01,3,131233
2020-12-01,5,-99
2020-12-01,6,312562
2020-12-01,7,250253
2020-12-01,8,109687
2020-12-01,9,203325
2020-12-01,10,99398
2020-12-01,11,118436
2020-12-01,12,149685
2020-12-01,13,75874
2020-12-01,14,66188
2020-12-01,15,77775
2020-12-01,16,60802
2020-12-01,17,113669
2020-12-01,18,76500
2020-12-01,19,209160
2020-12-01,20,127304
2020-12-01,21,181519
2020-12-01,22,92805
2020-12-01,23,103373
2020-12-01,24,111828
2020-12-01,25,67585
2020-12-01,26,104322
2020-12-01,27,84665
2020-12-01,28,82556
2020-12-01,29,148288
2020-12-01,30,71505
2020-12-01,31,74173
2020-12-01,32,79761
2020-12-01,33,78568
2020-12-01,35,167668
2020-12-01,36,116592
2020-12-01,37,88509
2020-12-01,38,137914
2020-12-01,39,108589
2020-12-01,41,46256
2020-12-01,42,87844
2020-12-01,43,62006
2020-12-01,45,81002
2020-12-01,46,86403
2020-12-01,47,79671
2020-12-01,49,102653
2020-12-01,50,177154
2020-12-01,51,112948
2020-12-01,52,95894
2020-12-01,53,93331
2020-12-01,55,40341
2020-12-01,56,34896
2020-12-01,58,88450
2020-12-01,59,53838
2020-12-01,60,133137
2020-12-01,61,154305
2020-12-01,62,136584
2020-12-01,63,119000
2020-12-01,64,186000
2020-12-01,65,124767
2020-12-01,66,87325
2020-12-01,68,73072
2020-12-01,69,69491
2020-12-01,70,89101
2020-12-01,71,77812
2020-12-01,72,121868
2020-12-01,73,90000
2020-12-01,74,86284
2020-12-01,75,45527
2020-12-01,77,77601
2020-12-01,78,62063
2020-12-01,79,59980
2020-12-01,80,63337
2020-12-01,81,41241
2020-12-01,82,61500
2020-12-01,85,50937
2020-12-01,86,86701
2020-12-01,87,69091
2020-12-01,88,69761
2020-12-01,90,46890
2020-12-01,91,62800
2020-12-01,92,50528
2020-12-01,93,58508
2020-12-01,94,89838
2020-12-01,95,76786
2020-12-01,96,52923
2020-12-01,999,84552
2021-01-01,1,45485
2021-01-01,2,38147
2021-01-01,3,92206
2021-01-01,5,-99
2021-01-01,6,233202
2021-01-01,7,318101
2021-01-01,8,75539
2021-01-01,9,189691
2021-01-01,10,67109
2021-01-01,11,85144
2021-01-01,12,104248
2021-01-01,13,51221
2021-01-01,14,47800
2021-01-01,15,47466
2021-01-01,16,40105
2021-01-01,17,76110
2021-01-01,18,54465
2021-01-01,19,139973
2021-01-01,20,91462
2021-01-01,21,132680
2021-01-01,22,63702
2021-01-01,23,71673
2021-01-01,24,89611
2021-01-01,25,48214
2021-01-01,26,71495
2021-01-01,27,60241
2021-01-01,28,57011
2021-01-01,29,93793
2021-01-01,30,52146
2021-01-01,31,50221
2021-01-01,32,57776
2021-01-01,33,56128
2021-01-01,35,133734
2021-01-01,36,83802
2021-01-01,37,62557
2021-01-01,38,96387
2021-01-01,39,81615
2021-01-01,41,31413
2021-01-01,42,59614
2021-01-01,43,43362
2021-01-01,45,59613
2021-01-01,46,62226
2021-01-01,47,57386
2021-01-01,49,75058
2021-01-01,50,136401
2021-01-01,51,92730
2021-01-01,52,69498
2021-01-01,53,76970
2021-01-01,55,40908
2021-01-01,56,26631
2021-01-01,58,64769
2021-01-01,59,48061
2021-01-01,60,94277
2021-01-01,61,154899
2021-01-01,62,100000
2021-01-01,63,80237
2021-01-01,64,131737
2021-01-01,65,89308
2021-01-01,66,64058
2021-01-01,68,51238
2021-01-01,69,51000
2021-01-01,70,67075
2021-01-01,71,55524
2021-01-01,72,91406
2021-01-01,73,67489
2021-01-01,74,68112
2021-01-01,75,33800
2021-01-01,77,57167
2021-01-01,78,50687
2021-01-01,79,44159
2021-01-01,80,51211
2021-01-01,81,30521
2021-01-01,82,43661
2021-01-01,85,36678
2021-01-01,86,62082
2021-01-01,87,48383
2021-01-01,88,50100
2021-01-01,90,37364
2021-01-01,91,46614
2021-01-01,92,46241
2021-01-01,93,45300
2021-01-01,94,63117
2021-01-01,95,55921
2021-01-01,96,38875
2021-01-01,999,60961
2021-02-01,1,46764
2021-02-01,2,40000
2021-02-01,3,84780
2021-02-01,5,-99
2021-02-01,6,307549
2021-02-01,7,236605
2021-02-01,8,79417
2021-02-01,9,158628
2021-02-01,10,66960
2021-02-01,11,80000
2021-02-01,12,100284
2021-02-01,13,51358
2021-02-01,14,46722
2021-02-01,15,48733
2021-02-01,16,41607
2021-02-01,17,76361
2021-02-01,18,54300
2021-02-01,19,140197
2021-02-01,20,89855
2021-02-01,21,132363
2021-02-01,22,65799
2021-02-01,23,72013
2021-02-01,24,92710
2021-02-01,25,50523
2021-02-01,26,73672
2021-02-01,27,63226
2021-02-01,28,60344
2021-02-01,29,101076
2021-02-01,30,54869
2021-02-01,31,51719
2021-02-01,32,59939
2021-02-01,33,59394
2021-02-01,35,131420
2021-02-01,36,81896
2021-02-01,37,66810
2021-02-01,38,102225
2021-02-01,39,83390
2021-02-01,41,33526
2021-02-01,42,62132
2021-02-01,43,45405
2021-02-01,45,62827
2021-02-01,46,66256
2021-02-01,47,61779
2021-02-01,49,79694
2021-02-01,50,141397
2021-02-01,51,105052
2021-02-01,52,73106
2021-02-01,53,78643
2021-02-01,55,43978
2021-02-01,56,27687
2021-02-01,58,65000
2021-02-01,59,47086
2021-02-01,60,89862
2021-02-01,61,108850
2021-02-01,62,102040
2021-02-01,63,85284
2021-02-01,64,173527
2021-02-01,65,90004
2021-02-01,66,68833
2021-02-01,68,52867
2021-02-01,69,52211
2021-02-01,70,69154
2021-02-01,71,58743
2021-02-01,72,91023
2021-02-01,73,67261
2021-02-01,74,67287
2021-02-01,75,35609
2021-02-01,77,62786
2021-02-01,78,54591
2021-02-01,79,45140
2021-02-01,80,51283
2021-02-01,81,32640
2021-02-01,82,49183
2021-02-01,85,37038
2021-02-01,86,63827
2021-02-01,87,49956
2021-02-01,88,50641
2021-02-01,90,35525
2021-02-01,91,49923
2021-02-01,92,53064
2021-02-01,93,46068
2021-02-01,94,64591
2021-02-01,95,59839
2021-02-01,96,40347
2021-02-01,999,65366
2021-03-01,1,44552
2021-03-01,2,40000
2021-03-01,3,81977
2021-03-01,5,-99
2021-03-01,6,230001
2021-03-01,7,210369
2021-03-01,8,80591
2021-03-01,9,169995
2021-03-01,10,71439
2021-03-01,11,83016
2021-03-01,12,111001
2021-03-01,13,56917
2021-03-01,14,50586
2021-03-01,15,53674
2021-03-01,16,44046
2021-03-01,17,88171
2021-03-01,18,59193
2021-03-01,19,151937
2021-03-01,20,98831
2021-03-01,21,132376
2021-03-01,22,69157
2021-03-01,23,77822
2021-03-01,24,92523
2021-03-01,25,54450
2021-03-01,26,77545
2021-03-01,27,65702
2021-03-01,28,65000
2021-03-01,29,110244
2021-03-01,30,57977
2021-03-01,31,55000
2021-03-01,32,63155
2021-03-01,33,61619
2021-03-01,35,155328
2021-03-01,36,90631
2021-03-01,37,67703
2021-03-01,38,108703
2021-03-01,39,87172
2021-03-01,41,35586
2021-03-01,42,66465
2021-03-01,43,48667
2021-03-01,45,63900
2021-03-01,46,68274
2021-03-01,47,64196
2021-03-01,49,80093
2021-03-01,50,143394
2021-03-01,51,102373
2021-03-01,52,75171
2021-03-01,53,78577
2021-03-01,55,46899
2021-03-01,56,29399
2021-03-01,58,66892
2021-03-01,59,53293
2021-03-01,60,96881
2021-03-01,61,132342
2021-03-01,62,108853
2021-03-01,63,88889
2021-03-01,64,147657
2021-03-01,65,92396
2021-03-01,66,71162
2021-03-01,68,54023
2021-03-01,69,54321
2021-03-01,70,74231
2021-03-01,71,61304
2021-03-01,72,97990
2021-03-01,73,71768
2021-03-01,74,67667
2021-03-01,75,36809
2021-03-01,77,64263
2021-03-01,78,57227
2021-03-01,79,46537
2021-03-01,80,51007
2021-03-01,81,34108
2021-03-01,82,49581
2021-03-01,85,41342
2021-03-01,86,64743
2021-03-01,87,50052
2021-03-01,88,51727
2021-03-01,90,38773
2021-03-01,91,52307
2021-03-01,92,55280
2021-03-01,93,49725
2021-03-01,94,67425
2021-03-01,95,62217
2021-03-01,96,42129
2021-03-01,999,67960
2021-04-01,1,44171
2021-04-01,2,40400
2021-04-01,3,97823
2021-04-01,5,-99
2021-04-01,6,259122
2021-04-01,7,209849
2021-04-01,8,86367
2021-04-01,9,191623
2021-04-01,10,74590
2021-04-01,11,91627
2021-04-01,12,111785
2021-04-01,13,57827
2021-04-01,14,53246
2021-04-01,15,56234
2021-04-01,16,44700
2021-04-01,17,88413
2021-04-01,18,61181
2021-04-01,19,147206
2021-04-01,20,97919
2021-04-01,21,135653
2021-04-01,22,68307
2021-04-01,23,82719
2021-04-01,24,99855
2021-04-01,25,59180
2021-04-01,26,91561
2021-04-01,27,70007
2021-04-01,28,69297
2021-04-01,29,108601
2021-04-01,30,60422
2021-04-01,31,55435
