fecha,clae2,w_median
2021-04-01,32,64594
2021-04-01,33,65380
2021-04-01,35,138185
2021-04-01,36,92963
2021-04-01,37,71679
2021-04-01,38,113373
2021-04-01,39,90420
2021-04-01,41,39287
2021-04-01,42,71167
2021-04-01,43,52536
2021-04-01,45,67082
2021-04-01,46,69873
2021-04-01,47,65909
2021-04-01,49,81413
2021-04-01,50,146878
2021-04-01,51,105887
2021-04-01,52,80178
2021-04-01,53,82774
2021-04-01,55,46676
2021-04-01,56,29351
2021-04-01,58,69795
2021-04-01,59,52755
2021-04-01,60,101094
2021-04-01,61,142407
2021-04-01,62,116867
2021-04-01,63,92797
2021-04-01,64,158404
2021-04-01,65,96745
2021-04-01,66,72930
2021-04-01,68,56949
2021-04-01,69,56352
2021-04-01,70,77622
2021-04-01,71,64190
2021-04-01,72,104415
2021-04-01,73,77000
2021-04-01,74,75478
2021-04-01,75,38105
2021-04-01,77,66436
2021-04-01,78,57437
2021-04-01,79,53138
2021-04-01,80,51334
2021-04-01,81,34978
2021-04-01,82,51184
2021-04-01,85,42198
2021-04-01,86,71744
2021-04-01,87,55331
2021-04-01,88,56798
2021-04-01,90,40000
2021-04-01,91,56012
2021-04-01,92,51138
2021-04-01,93,50308
2021-04-01,94,69818
2021-04-01,95,63858
2021-04-01,96,43690
2021-04-01,999,69398
2021-05-01,1,44553
2021-05-01,2,40742
2021-05-01,3,112110
2021-05-01,5,-99
2021-05-01,6,253528
2021-05-01,7,223085
2021-05-01,8,88349
2021-05-01,9,184002
2021-05-01,10,78529
2021-05-01,11,94390
2021-05-01,12,116188
2021-05-01,13,60024
2021-05-01,14,53439
2021-05-01,15,57419
2021-05-01,16,46422
2021-05-01,17,95455
2021-05-01,18,65111
2021-05-01,19,178389
2021-05-01,20,99288
2021-05-01,21,144095
2021-05-01,22,73876
2021-05-01,23,85791
2021-05-01,24,114963
2021-05-01,25,59824
2021-05-01,26,84898
2021-05-01,27,72490
2021-05-01,28,71000
2021-05-01,29,117787
2021-05-01,30,63582
2021-05-01,31,56865
2021-05-01,32,67404
2021-05-01,33,68270
2021-05-01,35,139557
2021-05-01,36,93111
2021-05-01,37,72998
2021-05-01,38,116347
2021-05-01,39,90768
2021-05-01,41,38679
2021-05-01,42,72413
2021-05-01,43,52569
2021-05-01,45,70000
2021-05-01,46,73967
2021-05-01,47,70060
2021-05-01,49,87044
2021-05-01,50,159994
2021-05-01,51,101767
2021-05-01,52,81553
2021-05-01,53,83585
2021-05-01,55,46167
2021-05-01,56,29956
2021-05-01,58,73204
2021-05-01,59,52176
2021-05-01,60,102203
2021-05-01,61,121681
2021-05-01,62,118180
2021-05-01,63,99279
2021-05-01,64,157553
2021-05-01,65,100207
2021-05-01,66,76828
2021-05-01,68,59513
2021-05-01,69,58500
2021-05-01,70,79695
2021-05-01,71,66294
2021-05-01,72,99635
2021-05-01,73,77143
2021-05-01,74,74952
2021-05-01,75,40000
2021-05-01,77,69754
2021-05-01,78,61200
2021-05-01,79,52953
2021-05-01,80,51834
2021-05-01,81,35357
2021-05-01,82,54342
2021-05-01,85,43082
2021-05-01,86,72539
2021-05-01,87,56905
2021-05-01,88,57619
2021-05-01,90,43534
2021-05-01,91,52426
2021-05-01,92,41093
2021-05-01,93,50749
2021-05-01,94,71436
2021-05-01,95,67817
2021-05-01,96,45600
2021-05-01,999,73403
2021-06-01,1,64800
2021-06-01,2,59450
2021-06-01,3,165189
2021-06-01,5,-99
2021-06-01,6,408579
2021-06-01,7,330442
2021-06-01,8,132144
2021-06-01,9,306114
2021-06-01,10,120264
2021-06-01,11,138236
2021-06-01,12,177807
2021-06-01,13,96445
2021-06-01,14,81977
2021-06-01,15,90716
2021-06-01,16,73145
2021-06-01,17,141734
2021-06-01,18,97624
2021-06-01,19,264300
2021-06-01,20,150900
2021-06-01,21,223045
2021-06-01,22,112866
2021-06-01,23,126803
2021-06-01,24,169522
2021-06-01,25,90868
2021-06-01,26,128458
2021-06-01,27,110190
2021-06-01,28,107837
2021-06-01,29,186570
2021-06-01,30,92632
2021-06-01,31,91536
2021-06-01,32,99686
2021-06-01,33,101302
2021-06-01,35,205156
2021-06-01,36,143956
2021-06-01,37,105167
2021-06-01,38,157794
2021-06-01,39,140924
2021-06-01,41,53830
2021-06-01,42,104706
2021-06-01,43,75666
2021-06-01,45,103834
2021-06-01,46,108801
2021-06-01,47,103006
2021-06-01,49,126547
2021-06-01,50,235919
2021-06-01,51,156056
2021-06-01,52,115792
2021-06-01,53,117735
2021-06-01,55,62575
2021-06-01,56,44526
2021-06-01,58,110112
2021-06-01,59,67877
2021-06-01,60,164623
2021-06-01,61,199627
2021-06-01,62,174863
2021-06-01,63,146708
2021-06-01,64,228296
2021-06-01,65,151054
2021-06-01,66,112943
2021-06-01,68,86202
2021-06-01,69,85185
2021-06-01,70,117285
2021-06-01,71,95800
2021-06-01,72,146064
2021-06-01,73,112771
2021-06-01,74,110658
2021-06-01,75,58296
2021-06-01,77,100606
2021-06-01,78,80541
2021-06-01,79,75763
2021-06-01,80,73710
2021-06-01,81,48924
2021-06-01,82,79102
2021-06-01,85,59886
2021-06-01,86,107040
2021-06-01,87,83637
2021-06-01,88,85420
2021-06-01,90,58950
2021-06-01,91,78000
2021-06-01,92,56294
2021-06-01,93,77117
2021-06-01,94,108110
2021-06-01,95,99421
2021-06-01,96,64121
2021-06-01,999,108989
2021-07-01,1,45862
2021-07-01,2,42400
2021-07-01,3,138508
2021-07-01,5,-99
2021-07-01,6,276704
2021-07-01,7,236400
2021-07-01,8,95863
2021-07-01,9,223419
2021-07-01,10,87958
2021-07-01,11,102010
2021-07-01,12,134547
2021-07-01,13,66937
2021-07-01,14,59965
2021-07-01,15,67130
2021-07-01,16,50970
2021-07-01,17,99484
2021-07-01,18,69584
2021-07-01,19,182231
2021-07-01,20,115095
2021-07-01,21,150108
2021-07-01,22,82304
2021-07-01,23,89505
2021-07-01,24,119852
2021-07-01,25,66063
2021-07-01,26,92751
2021-07-01,27,78506
2021-07-01,28,77508
2021-07-01,29,124706
2021-07-01,30,69126
2021-07-01,31,63904
2021-07-01,32,71827
2021-07-01,33,72289
2021-07-01,35,151152
2021-07-01,36,101923
2021-07-01,37,78460
2021-07-01,38,131571
2021-07-01,39,109985
2021-07-01,41,42210
2021-07-01,42,79017
2021-07-01,43,56551
2021-07-01,45,73242
2021-07-01,46,75652
2021-07-01,47,71065
2021-07-01,49,101178
2021-07-01,50,164918
2021-07-01,51,110180
2021-07-01,52,90910
2021-07-01,53,97561
2021-07-01,55,51525
2021-07-01,56,33016
2021-07-01,58,76538
2021-07-01,59,65174
2021-07-01,60,117628
2021-07-01,61,131725
2021-07-01,62,127197
2021-07-01,63,103861
2021-07-01,64,163667
2021-07-01,65,108128
2021-07-01,66,79019
2021-07-01,68,62255
2021-07-01,69,61117
2021-07-01,70,84666
2021-07-01,71,69367
2021-07-01,72,108426
2021-07-01,73,81791
2021-07-01,74,83250
2021-07-01,75,40000
2021-07-01,77,71474
2021-07-01,78,67209
2021-07-01,79,57829
2021-07-01,80,64190
2021-07-01,81,37993
2021-07-01,82,55982
2021-07-01,85,46547
2021-07-01,86,80717
2021-07-01,87,62856
2021-07-01,88,62425
2021-07-01,90,46213
2021-07-01,91,60832
2021-07-01,92,54226
2021-07-01,93,55049
2021-07-01,94,76835
2021-07-01,95,68358
2021-07-01,96,47925
2021-07-01,999,74665
2021-08-01,1,55793
2021-08-01,2,48774
2021-08-01,3,131511
2021-08-01,5,-99
2021-08-01,6,285519
2021-08-01,7,241740
2021-08-01,8,98020
2021-08-01,9,230952
2021-08-01,10,88489
2021-08-01,11,104962
2021-08-01,12,132420
2021-08-01,13,69335
2021-08-01,14,60640
2021-08-01,15,67691
2021-08-01,16,56086
2021-08-01,17,102023
2021-08-01,18,73057
2021-08-01,19,201406
2021-08-01,20,114331
2021-08-01,21,159880
2021-08-01,22,82512
2021-08-01,23,92994
2021-08-01,24,118884
2021-08-01,25,66258
2021-08-01,26,93999
2021-08-01,27,79257
2021-08-01,28,78037
2021-08-01,29,128526
2021-08-01,30,70287
2021-08-01,31,68106
2021-08-01,32,74062
2021-08-01,33,74113
2021-08-01,35,152496
2021-08-01,36,104187
2021-08-01,37,79422
2021-08-01,38,132036
2021-08-01,39,112785
2021-08-01,41,42769
2021-08-01,42,79408
2021-08-01,43,57060
2021-08-01,45,76205
2021-08-01,46,79300
2021-08-01,47,74432
2021-08-01,49,102704
2021-08-01,50,174111
2021-08-01,51,114266
2021-08-01,52,92851
2021-08-01,53,99278
2021-08-01,55,56608
2021-08-01,56,34819
2021-08-01,58,79938
2021-08-01,59,64114
2021-08-01,60,120627
2021-08-01,61,152380
2021-08-01,62,131067
2021-08-01,63,106439
2021-08-01,64,172546
2021-08-01,65,109295
2021-08-01,66,82617
2021-08-01,68,67844
2021-08-01,69,64000
2021-08-01,70,88238
2021-08-01,71,71817
2021-08-01,72,113679
2021-08-01,73,84500
2021-08-01,74,85811
2021-08-01,75,42190
2021-08-01,77,75426
2021-08-01,78,69753
2021-08-01,79,60000
2021-08-01,80,65088
2021-08-01,81,41315
2021-08-01,82,57605
2021-08-01,85,47141
2021-08-01,86,83062
2021-08-01,87,64217
2021-08-01,88,66430
2021-08-01,90,46392
2021-08-01,91,61721
2021-08-01,92,67273
2021-08-01,93,59702
2021-08-01,94,81612
2021-08-01,95,71873
2021-08-01,96,51181
2021-08-01,999,78745
2021-09-01,1,56313
2021-09-01,2,50500
2021-09-01,3,122493
2021-09-01,5,-99
2021-09-01,6,297666
2021-09-01,7,245023
2021-09-01,8,102368
2021-09-01,9,232716
2021-09-01,10,89041
2021-09-01,11,109095
2021-09-01,12,145260
2021-09-01,13,68926
2021-09-01,14,61061
2021-09-01,15,69093
2021-09-01,16,55110
2021-09-01,17,101914
2021-09-01,18,76341
2021-09-01,19,183067
2021-09-01,20,116688
2021-09-01,21,165047
2021-09-01,22,89144
2021-09-01,23,94251
2021-09-01,24,118939
2021-09-01,25,67141
2021-09-01,26,95654
2021-09-01,27,81149
2021-09-01,28,78782
2021-09-01,29,128445
2021-09-01,30,72197
2021-09-01,31,67523
2021-09-01,32,76038
2021-09-01,33,77967
2021-09-01,35,170946
2021-09-01,36,107270
2021-09-01,37,81581
2021-09-01,38,128274
2021-09-01,39,112236
2021-09-01,41,43898
2021-09-01,42,80621
2021-09-01,43,58265
2021-09-01,45,77668
2021-09-01,46,81220
2021-09-01,47,75924
2021-09-01,49,106121
2021-09-01,50,175588
2021-09-01,51,122767
2021-09-01,52,95133
2021-09-01,53,99589
2021-09-01,55,57593
2021-09-01,56,34869
2021-09-01,58,81578
2021-09-01,59,66480
2021-09-01,60,118822
2021-09-01,61,163500
2021-09-01,62,138689
2021-09-01,63,108990
2021-09-01,64,170724
2021-09-01,65,116469
2021-09-01,66,85960
2021-09-01,68,69252
2021-09-01,69,66265
2021-09-01,70,92823
2021-09-01,71,73602
2021-09-01,72,117692
2021-09-01,73,87747
2021-09-01,74,89833
2021-09-01,75,43443
2021-09-01,77,78126
2021-09-01,78,70231
2021-09-01,79,62057
2021-09-01,80,64215
2021-09-01,81,44141
2021-09-01,82,58497
2021-09-01,85,48716
2021-09-01,86,94806
2021-09-01,87,73703
2021-09-01,88,72485
2021-09-01,90,47526
2021-09-01,91,65444
2021-09-01,92,72084
2021-09-01,93,59774
2021-09-01,94,83309
2021-09-01,95,74427
2021-09-01,96,52154
2021-09-01,999,80789
2021-10-01,1,64039
2021-10-01,2,54122
2021-10-01,3,133400
2021-10-01,5,-99
2021-10-01,6,314475
2021-10-01,7,262452
2021-10-01,8,109805
2021-10-01,9,248108
2021-10-01,10,92748
2021-10-01,11,111000
2021-10-01,12,153365
2021-10-01,13,75751
2021-10-01,14,66735
2021-10-01,15,72727
2021-10-01,16,58167
2021-10-01,17,108434
2021-10-01,18,78268
2021-10-01,19,191167
2021-10-01,20,121848
2021-10-01,21,165654
2021-10-01,22,89351
2021-10-01,23,99069
2021-10-01,24,132886
2021-10-01,25,70252
2021-10-01,26,109950
2021-10-01,27,84843
2021-10-01,28,82876
2021-10-01,29,139872
2021-10-01,30,73206
2021-10-01,31,69967
2021-10-01,32,77182
2021-10-01,33,81641
2021-10-01,35,165960
2021-10-01,36,110624
2021-10-01,37,87190
2021-10-01,38,136317
2021-10-01,39,119883
2021-10-01,41,46259
2021-10-01,42,85605
2021-10-01,43,61513
2021-10-01,45,79326
2021-10-01,46,81943
2021-10-01,47,76524
2021-10-01,49,108577
2021-10-01,50,190881
2021-10-01,51,130392
2021-10-01,52,97710
2021-10-01,53,85366
2021-10-01,55,62272
2021-10-01,56,38051
2021-10-01,58,86164
2021-10-01,59,71968
2021-10-01,60,129245
2021-10-01,61,144441
2021-10-01,62,144578
2021-10-01,63,119251
2021-10-01,64,239690
2021-10-01,65,121857
2021-10-01,66,86569
2021-10-01,68,72072
2021-10-01,69,70933
2021-10-01,70,94205
2021-10-01,71,75231
2021-10-01,72,124586
2021-10-01,73,91933
2021-10-01,74,95027
2021-10-01,75,43805
2021-10-01,77,80000
2021-10-01,78,70625
2021-10-01,79,66246
2021-10-01,80,68651
2021-10-01,81,45154
2021-10-01,82,60556
2021-10-01,85,50962
2021-10-01,86,93690
2021-10-01,87,73399
2021-10-01,88,71091
2021-10-01,90,45243
2021-10-01,91,71155
2021-10-01,92,78595
2021-10-01,93,60000
2021-10-01,94,87562
2021-10-01,95,74199
2021-10-01,96,52828
2021-10-01,999,80733
2021-11-01,1,64099
2021-11-01,2,55387
2021-11-01,3,109300
2021-11-01,5,-99
2021-11-01,6,308606
2021-11-01,7,251246
2021-11-01,8,113433
2021-11-01,9,246210
2021-11-01,10,97367
2021-11-01,11,120463
2021-11-01,12,146358
2021-11-01,13,75178
2021-11-01,14,68838
2021-11-01,15,75619
2021-11-01,16,60980
2021-11-01,17,112811
2021-11-01,18,82130
2021-11-01,19,198697
2021-11-01,20,127611
2021-11-01,21,177120
2021-11-01,22,101360
2021-11-01,23,101334
2021-11-01,24,130977
2021-11-01,25,73938
2021-11-01,26,102118
2021-11-01,27,90066
2021-11-01,28,87392
2021-11-01,29,148289
2021-11-01,30,76808
2021-11-01,31,74513
2021-11-01,32,81992
2021-11-01,33,82793
2021-11-01,35,171272
2021-11-01,36,116276
2021-11-01,37,92683
2021-11-01,38,145523
2021-11-01,39,129818
2021-11-01,41,48696
2021-11-01,42,87837
2021-11-01,43,64050
2021-11-01,45,83472
2021-11-01,46,86702
2021-11-01,47,81069
2021-11-01,49,114850
2021-11-01,50,196694
2021-11-01,51,137899
2021-11-01,52,103760
2021-11-01,53,105675
2021-11-01,55,65525
2021-11-01,56,38776
2021-11-01,58,89549
2021-11-01,59,74074
2021-11-01,60,134123
2021-11-01,61,152516
2021-11-01,62,150000
2021-11-01,63,118838
2021-11-01,64,251250
2021-11-01,65,124190
2021-11-01,66,91116
2021-11-01,68,75667
2021-11-01,69,73161
2021-11-01,70,96403
2021-11-01,71,79153
2021-11-01,72,128991
2021-11-01,73,95000
2021-11-01,74,96379
2021-11-01,75,47327
2021-11-01,77,83424
2021-11-01,78,75239
2021-11-01,79,73951
2021-11-01,80,68963
2021-11-01,81,46615
2021-11-01,82,63975
2021-11-01,85,52786
2021-11-01,86,99427
2021-11-01,87,78137
2021-11-01,88,76264
2021-11-01,90,46828
2021-11-01,91,75336
2021-11-01,92,82037
2021-11-01,93,62141
2021-11-01,94,89126
2021-11-01,95,78531
2021-11-01,96,56714
2021-11-01,999,84729
2021-12-01,1,96669
2021-12-01,2,82163
2021-12-01,3,203714
2021-12-01,5,-99
2021-12-01,6,515737
2021-12-01,7,500534
2021-12-01,8,179627
2021-12-01,9,405601
2021-12-01,10,148300
2021-12-01,11,172739
2021-12-01,12,218933
2021-12-01,13,122855
2021-12-01,14,104398
2021-12-01,15,121452
2021-12-01,16,99225
2021-12-01,17,185869
2021-12-01,18,124065
2021-12-01,19,331189
2021-12-01,20,195769
2021-12-01,21,275993
2021-12-01,22,153133
2021-12-01,23,158437
2021-12-01,24,207932
2021-12-01,25,114079
2021-12-01,26,162435
2021-12-01,27,139541
2021-12-01,28,135756
2021-12-01,29,232201
2021-12-01,30,112444
2021-12-01,31,117538
2021-12-01,32,123541
2021-12-01,33,120000
2021-12-01,35,257240
2021-12-01,36,176297
2021-12-01,37,135580
2021-12-01,38,209653
2021-12-01,39,186312
2021-12-01,41,68234
2021-12-01,42,127319
2021-12-01,43,92927
2021-12-01,45,122394
2021-12-01,46,125637
2021-12-01,47,115073
2021-12-01,49,173261
2021-12-01,50,284778
2021-12-01,51,212470
2021-12-01,52,147546
2021-12-01,53,149122
2021-12-01,55,86227
2021-12-01,56,53769
2021-12-01,58,136773
2021-12-01,59,100509
2021-12-01,60,201023
2021-12-01,61,232252
2021-12-01,62,217500
2021-12-01,63,179580
2021-12-01,64,282752
2021-12-01,65,193482
2021-12-01,66,132073
2021-12-01,68,109084
2021-12-01,69,104619
2021-12-01,70,138439
2021-12-01,71,113813
2021-12-01,72,189083
2021-12-01,73,135500
2021-12-01,74,141785
2021-12-01,75,66087
2021-12-01,77,119887
2021-12-01,78,91643
2021-12-01,79,100064
2021-12-01,80,94900
2021-12-01,81,63521
2021-12-01,82,90142
2021-12-01,85,77454
2021-12-01,86,148016
2021-12-01,87,115991
2021-12-01,88,112410
2021-12-01,90,43515
2021-12-01,91,113696
2021-12-01,92,121144
2021-12-01,93,90183
2021-12-01,94,135842
2021-12-01,95,111909
2021-12-01,96,78389
2021-12-01,999,122395
2022-01-01,1,73066
2022-01-01,2,59489
2022-01-01,3,124150
2022-01-01,5,-99
2022-01-01,6,361578
2022-01-01,7,416130
2022-01-01,8,123157
2022-01-01,9,282099
2022-01-01,10,101329
2022-01-01,11,127242
2022-01-01,12,152949
2022-01-01,13,76523
2022-01-01,14,73252
2022-01-01,15,76575
2022-01-01,16,67311
2022-01-01,17,120648
2022-01-01,18,86981
2022-01-01,19,237629
2022-01-01,20,144751
2022-01-01,21,203009
2022-01-01,22,103341
2022-01-01,23,111506
2022-01-01,24,143639
2022-01-01,25,76688
2022-01-01,26,106614
2022-01-01,27,95699
2022-01-01,28,93236
2022-01-01,29,157317
2022-01-01,30,80540
2022-01-01,31,82736
2022-01-01,32,88277
2022-01-01,33,87058
2022-01-01,35,199364
2022-01-01,36,127959
2022-01-01,37,102378
2022-01-01,38,147055
2022-01-01,39,137891
2022-01-01,41,47250
2022-01-01,42,87412
2022-01-01,43,64886
2022-01-01,45,92102
2022-01-01,46,96052
2022-01-01,47,87561
2022-01-01,49,121277
2022-01-01,50,214388
2022-01-01,51,164666
2022-01-01,52,107383
2022-01-01,53,107817
2022-01-01,55,72957
2022-01-01,56,41364
2022-01-01,58,102635
2022-01-01,59,82381
2022-01-01,60,145879
2022-01-01,61,218477
2022-01-01,62,165000
2022-01-01,63,133807
2022-01-01,64,215458
2022-01-01,65,134608
2022-01-01,66,102897
2022-01-01,68,79967
2022-01-01,69,81200
2022-01-01,70,108648
2022-01-01,71,84409
2022-01-01,72,143314
2022-01-01,73,101656
2022-01-01,74,105988
2022-01-01,75,52397
2022-01-01,77,91242
2022-01-01,78,72231
2022-01-01,79,79330
2022-01-01,80,76059
2022-01-01,81,47679
2022-01-01,82,68940
2022-01-01,85,57737
2022-01-01,86,102300
2022-01-01,87,78481
2022-01-01,88,80121
2022-01-01,90,47254
2022-01-01,91,82784
2022-01-01,92,88788
2022-01-01,93,69202
2022-01-01,94,96083
2022-01-01,95,84404
2022-01-01,96,59638
2022-01-01,999,93284
2022-02-01,1,66216
2022-02-01,2,58079
2022-02-01,3,124834
2022-02-01,5,-99
2022-02-01,6,533793
2022-02-01,7,326434
2022-02-01,8,120701
2022-02-01,9,279111
2022-02-01,10,100439
2022-02-01,11,126626
2022-02-01,12,148715
2022-02-01,13,79258
2022-02-01,14,72360
2022-02-01,15,75883
2022-02-01,16,61695
2022-02-01,17,120100
2022-02-01,18,87762
2022-02-01,19,219708
2022-02-01,20,140041
2022-02-01,21,198452
2022-02-01,22,100285
2022-02-01,23,106846
2022-02-01,24,141385
2022-02-01,25,74303
2022-02-01,26,108370
2022-02-01,27,92891
2022-02-01,28,90645
2022-02-01,29,151456
2022-02-01,30,80515
2022-02-01,31,74874
2022-02-01,32,87000
2022-02-01,33,91313
2022-02-01,35,201310
2022-02-01,36,127197
2022-02-01,37,106301
2022-02-01,38,145566
2022-02-01,39,137839
2022-02-01,41,50240
2022-02-01,42,90653
2022-02-01,43,66102
2022-02-01,45,96396
2022-02-01,46,100025
2022-02-01,47,92759
2022-02-01,49,122815
2022-02-01,50,218243
2022-02-01,51,155241
2022-02-01,52,113706
2022-02-01,53,113912
2022-02-01,55,76122
2022-02-01,56,43476
2022-02-01,58,100852
2022-02-01,59,86020
2022-02-01,60,144224
2022-02-01,61,174451
2022-02-01,62,167711
2022-02-01,63,134215
2022-02-01,64,262324
2022-02-01,65,138688
2022-02-01,66,106647
2022-02-01,68,78253
2022-02-01,69,84569
2022-02-01,70,111240
2022-02-01,71,88761
2022-02-01,72,144883
2022-02-01,73,105713
2022-02-01,74,108603
2022-02-01,75,54590
2022-02-01,77,94884
2022-02-01,78,77269
2022-02-01,79,85273
2022-02-01,80,75582
2022-02-01,81,52129
2022-02-01,82,72764
2022-02-01,85,57320
2022-02-01,86,105822
2022-02-01,87,81870
2022-02-01,88,81219
2022-02-01,90,27494
2022-02-01,91,84153
2022-02-01,92,91522
2022-02-01,93,67118
2022-02-01,94,97346
2022-02-01,95,90244
2022-02-01,96,60000
2022-02-01,999,99459
2022-03-01,1,69116
2022-03-01,2,61000
2022-03-01,3,120693
2022-03-01,5,-99
2022-03-01,6,431432
2022-03-01,7,330909
2022-03-01,8,127993
2022-03-01,9,324304
2022-03-01,10,109357
2022-03-01,11,134695
2022-03-01,12,166307
2022-03-01,13,86996
2022-03-01,14,76654
2022-03-01,15,85180
2022-03-01,16,68825
2022-03-01,17,132601
2022-03-01,18,91543
2022-03-01,19,241957
2022-03-01,20,149235
2022-03-01,21,202886
2022-03-01,22,107730
2022-03-01,23,114642
2022-03-01,24,151955
2022-03-01,25,83983
2022-03-01,26,114749
2022-03-01,27,101905
2022-03-01,28,100892
2022-03-01,29,163185
2022-03-01,30,88251
2022-03-01,31,84862
2022-03-01,32,96861
2022-03-01,33,98047
2022-03-01,35,253446
2022-03-01,36,142393
2022-03-01,37,113427
2022-03-01,38,173381
2022-03-01,39,151549
2022-03-01,41,56723
2022-03-01,42,103123
2022-03-01,43,74566
2022-03-01,45,99287
2022-03-01,46,105893
2022-03-01,47,98859
2022-03-01,49,132656
2022-03-01,50,236406
2022-03-01,51,178876
2022-03-01,52,120859
2022-03-01,53,121110
2022-03-01,55,84886
2022-03-01,56,46553
2022-03-01,58,105833
2022-03-01,59,98801
2022-03-01,60,151397
2022-03-01,61,214987
2022-03-01,62,177654
2022-03-01,63,148193
2022-03-01,64,226561
2022-03-01,65,143055
2022-03-01,66,113661
2022-03-01,68,83773
2022-03-01,69,87620
2022-03-01,70,119210
2022-03-01,71,95000
2022-03-01,72,161288
2022-03-01,73,111973
2022-03-01,74,113725
2022-03-01,75,58197
2022-03-01,77,100662
2022-03-01,78,84282
2022-03-01,79,87580
2022-03-01,80,80980
2022-03-01,81,56968
2022-03-01,82,78829
2022-03-01,85,64706
2022-03-01,86,111481
2022-03-01,87,87285
2022-03-01,88,86200
2022-03-01,90,36575
2022-03-01,91,94870
2022-03-01,92,97441
2022-03-01,93,71873
2022-03-01,94,105547
2022-03-01,95,95985
2022-03-01,96,62190
2022-03-01,999,105356
2022-04-01,1,68085
2022-04-01,2,61567
2022-04-01,3,147814
2022-04-01,5,-99
2022-04-01,6,487877
2022-04-01,7,308482
2022-04-01,8,143935
2022-04-01,9,389062
2022-04-01,10,115174
2022-04-01,11,141163
2022-04-01,12,169561
2022-04-01,13,89811
2022-04-01,14,86766
2022-04-01,15,85802
2022-04-01,16,70693
2022-04-01,17,148550
2022-04-01,18,104960
2022-04-01,19,252121
2022-04-01,20,156698
2022-04-01,21,232078
2022-04-01,22,117130
2022-04-01,23,122653
2022-04-01,24,170167
2022-04-01,25,93043
2022-04-01,26,127174
2022-04-01,27,113467
2022-04-01,28,112949
2022-04-01,29,187119
2022-04-01,30,97574
2022-04-01,31,89205
2022-04-01,32,102118
2022-04-01,33,106850
2022-04-01,35,225533
2022-04-01,36,147308
2022-04-01,37,115391
2022-04-01,38,173024
2022-04-01,39,149967
2022-04-01,41,56561
2022-04-01,42,103968
2022-04-01,43,75726
2022-04-01,45,108077
2022-04-01,46,112887
2022-04-01,47,105695
2022-04-01,49,142850
2022-04-01,50,261308
2022-04-01,51,187408
2022-04-01,52,129860
2022-04-01,53,122665
2022-04-01,55,86912
2022-04-01,56,47929
2022-04-01,58,114043
2022-04-01,59,107591
2022-04-01,60,164335
2022-04-01,61,215761
2022-04-01,62,188063
2022-04-01,63,152526
2022-04-01,64,223986
2022-04-01,65,154198
2022-04-01,66,121618
2022-04-01,68,90079
2022-04-01,69,92281
2022-04-01,70,122732
2022-04-01,71,99875
2022-04-01,72,167532
2022-04-01,73,122560
2022-04-01,74,123380
2022-04-01,75,60964
2022-04-01,77,106674
2022-04-01,78,89790
2022-04-01,79,97097
2022-04-01,80,82353
2022-04-01,81,58821
2022-04-01,82,81338
2022-04-01,85,67299
2022-04-01,86,112948
2022-04-01,87,87227
2022-04-01,88,86200
2022-04-01,90,36231
2022-04-01,91,97886
2022-04-01,92,103297
2022-04-01,93,74972
2022-04-01,94,110924
2022-04-01,95,101721
2022-04-01,96,67605
2022-04-01,999,111558
2022-05-01,1,70131
2022-05-01,2,66486
2022-05-01,3,177626
2022-05-01,5,-99
2022-05-01,6,480133
2022-05-01,7,357004
2022-05-01,8,146899
2022-05-01,9,398924
2022-05-01,10,127699
2022-05-01,11,148175
2022-05-01,12,180426
2022-05-01,13,111259
2022-05-01,14,96302
2022-05-01,15,94533
2022-05-01,16,79684
2022-05-01,17,167649
2022-05-01,18,110162
2022-05-01,19,278530
2022-05-01,20,162190
2022-05-01,21,242834
2022-05-01,22,124539
2022-05-01,23,135192
2022-05-01,24,175062
2022-05-01,25,97836
2022-05-01,26,128847
2022-05-01,27,119366
2022-05-01,28,117992
2022-05-01,29,188266
2022-05-01,30,103713
2022-05-01,31,99310
2022-05-01,32,110205
2022-05-01,33,111335
2022-05-01,35,224015
2022-05-01,36,152853
2022-05-01,37,128459
2022-05-01,38,198508
2022-05-01,39,174957
2022-05-01,41,63434
2022-05-01,42,114981
2022-05-01,43,83214
2022-05-01,45,112971
2022-05-01,46,119757
2022-05-01,47,112022
2022-05-01,49,160653
2022-05-01,50,271273
2022-05-01,51,186350
2022-05-01,52,138921
2022-05-01,53,136756
2022-05-01,55,94053
2022-05-01,56,51605
2022-05-01,58,118466
2022-05-01,59,99094
2022-05-01,60,169693
2022-05-01,61,201827
2022-05-01,62,198912
2022-05-01,63,162516
2022-05-01,64,334599
2022-05-01,65,161509
2022-05-01,66,128097
2022-05-01,68,95116
2022-05-01,69,96030
2022-05-01,70,130711
2022-05-01,71,105985
2022-05-01,72,173336
2022-05-01,73,124170
2022-05-01,74,121891
2022-05-01,75,62750
2022-05-01,77,114154
2022-05-01,78,99357
2022-05-01,79,107853
2022-05-01,80,101078
2022-05-01,81,59191
2022-05-01,82,89859
2022-05-01,85,69546
2022-05-01,86,123111
2022-05-01,87,97931
2022-05-01,88,95254
2022-05-01,90,40987
2022-05-01,91,100354
2022-05-01,92,106974
2022-05-01,93,79112
2022-05-01,94,117081
2022-05-01,95,107764
2022-05-01,96,70486
2022-05-01,999,121821
2022-06-01,1,104121
2022-06-01,2,95860
2022-06-01,3,267000
2022-06-01,5,-99
2022-06-01,6,738090
