fecha,clae2,salario_median,salario_normalizado
2020-03-01,29,71308,1.1433962112881004
2020-03-01,30,42692,1.1918065394144537
2020-03-01,31,38061,1.1881654834404696
2020-03-01,32,44795,1.1871099391803257
2020-03-01,33,48535,1.1546238878403883
2020-03-01,35,115362,1.3822098679638637
2020-03-01,36,66087,1.1811778653889404
2020-03-01,37,51798,1.1844731977818854
2020-03-01,38,81580,1.2701114604024302
2020-03-01,39,63231,1.3226720774806247
2020-03-01,41,27730,1.3241807437473885
2020-03-01,42,52630,1.21448007307341
2020-03-01,43,36858,1.2828242691780047
2020-03-01,45,46200,1.2010216482852296
2020-03-01,46,50000,1.2432939830787688
2020-03-01,47,46527,1.2391889132538463
2020-03-01,49,62927,1.2429717784746055
2020-03-01,50,101374,1.2252608678135448
2020-03-01,51,120544,1.4100101471977262
2020-03-01,52,55368,1.2152565530637665
2020-03-01,53,58291,1.24592908721069
2020-03-01,55,39837,1.1736382875296452
2020-03-01,56,20851,1.158324537525693
2020-03-01,58,50067,1.1654691331202087
2020-03-01,59,46500,1.3571854212017658
2020-03-01,60,72950,1.2172399216872831
2020-03-01,61,105127,1.3927257271236868
2020-03-01,62,74000,1.2635605086115633
2020-03-01,63,67924,1.2320566170924487
2020-03-01,64,102839,1.1386618047071937
2020-03-01,65,69349,1.2099290635781674
2020-03-01,66,50136,1.233939741985766
2020-03-01,68,40553,1.1904972759542722
2020-03-01,69,40158,1.2562952148806652
2020-03-01,70,51197,1.2749447470817121
2020-03-01,71,46355,1.266313812532013
2020-03-01,72,67382,1.2846167044782948
2020-03-01,73,50000,1.251097316604772
2020-03-01,74,48678,1.2632125271127392
2020-03-01,75,26452,1.2538523220584692
2020-03-01,77,47385,1.2338799450567335
2020-03-01,78,35885,1.1680047737875665
2020-03-01,79,46743,1.1903737187241357
2020-03-01,80,40973,1.2196311409329381
2020-03-01,81,27807,1.1872255943528476
2020-03-01,82,36788,1.2740359363005118
2020-03-01,85,30182,1.2447853836081124
2020-03-01,86,50328,1.2315623330383254
2020-03-01,87,39940,1.2682149784211878
2020-03-01,88,38375,1.2310530114684417
2020-03-01,90,32735,1.5093890129144558
2020-03-01,91,43937,1.3016024272168225
2020-03-01,92,45426,1.154602315931721
2020-03-01,93,34020,1.1947811733579954
2020-03-01,94,51403,1.2364713711843613
2020-03-01,95,44923,1.2631208980718447
2020-03-01,96,29229,1.2328966469941054
2020-04-01,1,33339,1.3433259798736816
2020-04-01,2,26090,1.2204087519539093
2020-04-01,3,56839,0.9695627452095297
2020-04-01,6,176940,1.1299301536619437
2020-04-01,7,134262,1.1580999370325964
2020-04-01,8,51785,1.1402180913429516
2020-04-01,9,100383,0.75133508059134
2020-04-01,10,53987,1.230821258057836
2020-04-01,11,63877,1.2451940102601422
2020-04-01,12,77762,1.1607207050321233
2020-04-01,13,30096,0.9201606163755325
2020-04-01,14,30258,0.9350288159948085
2020-04-01,15,33505,0.8996542889428402
2020-04-01,16,29939,1.203714996012946
2020-04-01,17,59366,1.1674863526785788
2020-04-01,18,43362,1.11201248049922
2020-04-01,19,115765,1.156186460638575
2020-04-01,20,68062,1.1848013566383453
2020-04-01,21,97670,1.2609658324349797
2020-04-01,22,47014,1.0753082490083998
2020-04-01,23,45240,0.9815542722417291
2020-04-01,24,54316,0.913651961334021
2020-04-01,25,34672,1.0283849918433932
2020-04-01,26,48261,1.0339039634663416
2020-04-01,27,40694,1.0011008813200735
2020-04-01,28,42196,1.041597926480571
2020-04-01,29,56468,0.9054425486483488
2020-04-01,30,37838,1.0563003803608193
2020-04-01,31,35653,1.1129939828460382
2020-04-01,32,40254,1.0667691369966477
2020-04-01,33,44340,1.0548268916625696
2020-04-01,35,95967,1.1498286645419473
2020-04-01,36,65652,1.1734030780412896
2020-04-01,37,51830,1.1852049469291308
2020-04-01,38,84990,1.3232014344153291
2020-04-01,39,58258,1.218646390059721
2020-04-01,41,25132,1.200119381603295
2020-04-01,42,44539,1.0277736647276574
2020-04-01,43,33368,1.161356563403648
2020-04-01,45,40085,1.042055254794663
2020-04-01,46,49746,1.2369780496447287
2020-04-01,47,44312,1.180195136675574
2020-04-01,49,58197,1.1495419866176144
2020-04-01,50,99661,1.204556625438137
2020-04-01,51,92861,1.0862004934208924
2020-04-01,52,54492,1.1960294771266935
2020-04-01,53,59610,1.2741217836137524
2020-04-01,55,25668,0.7562052254012835
2020-04-01,56,19449,1.0804399755569134
2020-04-01,58,50436,1.1740587851888638
2020-04-01,59,42118,1.2292889369930315
2020-04-01,60,72873,1.2159551036753582
2020-04-01,61,92326,1.2231376856794307
2020-04-01,62,75634,1.2914612906530674
2020-04-01,63,64986,1.1787649625812653
2020-04-01,64,100839,1.1165172524515865
2020-04-01,65,70352,1.22742836206508
2020-04-01,66,50000,1.230592530303341
2020-04-01,68,38725,1.1368334527982935
2020-04-01,69,38425,1.2020803733201246
2020-04-01,70,51630,1.285727626459144
2020-04-01,71,44976,1.2286426498207272
2020-04-01,72,70511,1.3442701084780662
2020-04-01,73,50610,1.2663607038673503
2020-04-01,74,48991,1.2713349955992481
2020-04-01,75,26114,1.2378307703854101
2020-04-01,77,43850,1.1418304440379394
2020-04-01,78,41834,1.36163610719323
2020-04-01,79,40134,1.022066594512001
2020-04-01,80,40439,1.203735721284433
2020-04-01,81,24180,1.0323700820459543
2020-04-01,82,37250,1.2900358439489525
2020-04-01,85,30961,1.2769134007650509
2020-04-01,86,50783,1.2426965100676617
2020-04-01,87,39662,1.2593876433185065
2020-04-01,88,39387,1.2635175234581764
2020-04-01,90,32055,1.478034666533462
2020-04-01,91,36695,1.087063319451062
2020-04-01,92,29000,0.7370991758468698
2020-04-01,93,33403,1.1731121556048536
2020-04-01,94,51390,1.2361586632135153
2020-04-01,95,42226,1.1872880938935895
2020-04-01,96,27807,1.1729158391653867
2020-05-01,1,34522,1.3909925155883271
2020-05-01,2,27693,1.2953920876910543
2020-05-01,3,71785,1.2245124239495082
2020-05-01,6,156366,0.9985455996807024
2020-05-01,7,142483,1.2290115842771256
2020-05-01,8,52245,1.150346513125664
2020-05-01,9,94822,0.7097127502847299
2020-05-01,10,54070,1.232713531464745
2020-05-01,11,66826,1.302680697741664
2020-05-01,12,80553,1.2023807894916878
2020-05-01,13,32998,1.0088868959050978
2020-05-01,14,31438,0.9714930239025973
2020-05-01,15,33829,0.9083541244783566
2020-05-01,16,30675,1.2333063062459375
2020-05-01,17,58715,1.1546838459307138
2020-05-01,18,43006,1.1028829098369415
2020-05-01,19,101881,1.0175219867517702
2020-05-01,20,68214,1.1874473236420924
2020-05-01,21,98734,1.2747025749937062
2020-05-01,22,47444,1.0851432459683183
2020-05-01,23,47908,1.0394408062457285
2020-05-01,24,58637,0.9863357032318837
2020-05-01,25,35089,1.0407533738691976
2020-05-01,26,50726,1.0867120957044745
2020-05-01,27,41440,1.0194530034379479
2020-05-01,28,43054,1.062777446362084
2020-05-01,29,56454,0.9052180640609528
2020-05-01,30,39505,1.1028370031754895
2020-05-01,31,36296,1.1330667714183886
2020-05-01,32,42240,1.1194000185506632
2020-05-01,33,43680,1.0391258147907316
2020-05-01,35,96895,1.1609474970645324
2020-05-01,36,67531,1.2069865847682681
2020-05-01,37,52413,1.198536501705509
2020-05-01,38,83028,1.2926552382237433
2020-05-01,39,60649,1.26866155567874
2020-05-01,41,25858,1.2347877992001433
2020-05-01,42,48000,1.1076390558146243
2020-05-01,43,33427,1.1634100289167388
2020-05-01,45,44329,1.1523828711436352
2020-05-01,46,50000,1.2432939830787688
2020-05-01,47,45528,1.2125817878354743
2020-05-01,49,58990,1.1652057973877188
2020-05-01,50,106138,1.282841142580879
2020-05-01,51,89389,1.0455883084007296
2020-05-01,52,55000,1.20717942527285
2020-05-01,53,61779,1.3204826316033216
2020-05-01,55,25428,0.7491345828075362
2020-05-01,56,19557,1.0864396422420977
2020-05-01,58,50000,1.1639094943977157
2020-05-01,59,42571,1.2425105498060294
2020-05-01,60,71034,1.1852696449230222
2020-05-01,61,84299,1.1167957429661237
2020-05-01,62,75198,1.284016528737464
2020-05-01,63,65765,1.1928950506902551
2020-05-01,64,100702,1.1150003506220774
2020-05-01,65,69865,1.2189316937070278
2020-05-01,66,50288,1.2376807432778882
2020-05-01,68,39752,1.1669826576020081
2020-05-01,69,39043,1.2214137674830872
2020-05-01,70,51865,1.291579766536965
2020-05-01,71,44771,1.22304251323203
2020-05-01,72,69138,1.318094293939336
2020-05-01,73,50017,1.2515226896924179
2020-05-01,74,47109,1.2224963831659894
2020-05-01,75,26266,1.2450357285342415
2020-05-01,77,44082,1.1478715994089042
2020-05-01,78,42217,1.3741022024519909
2020-05-01,79,38650,0.9842745272808302
2020-05-01,80,40138,1.1947759435424856
2020-05-01,81,25312,1.080701055283176
2020-05-01,82,37023,1.2821744174636798
2020-05-01,85,31041,1.280212812026354
2020-05-01,86,51359,1.256791644065239
2020-05-01,87,40868,1.2976817661020807
2020-05-01,88,39605,1.270510866950036
2020-05-01,90,31726,1.4628646960050107
2020-05-01,91,37103,1.0991500297477244
2020-05-01,92,29115,0.7400221553372971
2020-05-01,93,32121,1.1280883618292818
2020-05-01,94,51921,1.2489315810996093
2020-05-01,95,44574,1.2533079026479623
2020-05-01,96,27721,1.169288307890232
2020-06-01,1,50812,2.047364338742659
2020-06-01,2,39796,1.8615326444138662
2020-06-01,3,86537,1.4761528401660318
2020-06-01,6,254380,1.624458191977649
2020-06-01,7,215562,1.8593670482088793
2020-06-01,8,80388,1.7700077614536487
2020-06-01,9,148785,1.11360877803794
2020-06-01,10,83233,1.8975854515332924
2020-06-01,11,95796,1.8674108897863173
2020-06-01,12,128752,1.9218270133779474
2020-06-01,13,54550,1.6678216913638124
2020-06-01,14,48833,1.5090310718313993
2020-06-01,15,58800,1.5788590416307715
2020-06-01,16,47302,1.9018045606534746
2020-06-01,17,91666,1.802695212826106
2020-06-01,18,65796,1.6873293013912338
2020-06-01,19,172394,1.7217605381188312
2020-06-01,20,105664,1.8393648518679164
2020-06-01,21,154516,1.9948745424851368
2020-06-01,22,76255,1.7441109143688163
2020-06-01,23,76454,1.6587920055254013
2020-06-01,24,93433,1.5716408370152735
2020-06-01,25,56796,1.6845914281477088
2020-06-01,26,77668,1.6638953406374468
2020-06-01,27,69721,1.7151853970245454
2020-06-01,28,69404,1.7132207434225413
2020-06-01,29,101342,1.6249797897060454
2020-06-01,30,62156,1.7351711623687058
2020-06-01,31,58465,1.8251253248560748
2020-06-01,32,65974,1.7483735043527806
2020-06-01,33,70219,1.6704756316115013
2020-06-01,35,142342,1.7054707531571254
2020-06-01,36,102169,1.8260741345336096
2020-06-01,37,79990,1.8291441965051354
2020-06-01,38,115356,1.7959668745548265
2020-06-01,39,86460,1.8085785108408028
2020-06-01,41,37905,1.8100638691577629
2020-06-01,42,73638,1.6992567665016105
2020-06-01,43,51698,1.7993230524706845
2020-06-01,45,68667,1.7850769160779625
2020-06-01,46,75150,1.8686708565673897
2020-06-01,47,69409,1.8486225907545342
2020-06-01,49,87269,1.723789536060838
2020-06-01,50,146460,1.7701945932879415
2020-06-01,51,114281,1.3367514735856065
2020-06-01,52,79477,1.7444181669529144
2020-06-01,53,88032,1.8816220240745822
2020-06-01,55,37097,1.092915117917696
2020-06-01,56,28812,1.6005777456807955
2020-06-01,58,75967,1.7683742512182254
2020-06-01,59,57753,1.685624293132593
2020-06-01,60,111794,1.8653888938328735
2020-06-01,61,133568,1.7695129692700886
2020-06-01,62,113890,1.944687923321229
2020-06-01,63,100788,1.828168575518428
2020-06-01,64,149154,1.651474273566417
2020-06-01,65,106690,1.8614159078451697
2020-06-01,66,76027,1.8711651660274422
2020-06-01,68,59314,1.7412560211563068
2020-06-01,69,58500,1.8301028455231565
2020-06-01,70,77693,1.9347673151750973
2020-06-01,71,67197,1.835670138296056
2020-06-01,72,105380,2.0090366613921034
2020-06-01,73,75000,1.8766459749071582
2020-06-01,74,72355,1.8776396400682493
2020-06-01,75,39324,1.8639985147673992
2020-06-01,77,66152,1.722562543534727
2020-06-01,78,52621,1.7127373331886733
2020-06-01,79,58873,1.4992805755395684
2020-06-01,80,58840,1.7514728316816945
2020-06-01,81,35751,1.5263963111341983
2020-06-01,82,55271,1.9141361377423507
2020-06-01,85,44022,1.815583531813542
2020-06-01,86,76847,1.880501323458039
2020-06-01,87,60354,1.9164208013928985
2020-06-01,88,58601,1.879894137460903
2020-06-01,90,45000,2.0749199810951735
2020-06-01,91,54159,1.6044219190121285
2020-06-01,92,35761,0.9089449526710314
2020-06-01,93,44195,1.5521268064831455
2020-06-01,94,77999,1.876223770616676
2020-06-01,95,67500,1.8979289143612297
2020-06-01,96,40501,1.7083563276166909
2020-07-01,1,36028,1.4516736675631843
2020-07-01,2,29159,1.3639669911162913
2020-07-01,3,59435,1.0138454540285438
2020-07-01,6,168417,1.0755026940730392
2020-07-01,7,178154,1.5366979203505473
2020-07-01,8,55991,1.2328270957300995
2020-07-01,9,105072,0.7864307660449805
2020-07-01,10,58816,1.3409150927802929
2020-07-01,11,66813,1.3024272806724
2020-07-01,12,92404,1.3792756877110712
2020-07-01,13,38097,1.1647846558366115
2020-07-01,14,34478,1.065434712071816
2020-07-01,15,38740,1.0402210760676205
2020-07-01,16,34125,1.3720155729630845
2020-07-01,17,64537,1.2691787680291318
2020-07-01,18,45266,1.1608402966255638
2020-07-01,19,112284,1.1214204685901763
2020-07-01,20,72215,1.2570954419446698
2020-07-01,21,102744,1.3264735690355232
2020-07-01,22,55000,1.2579647274314458
2020-07-01,23,56931,1.2352092456453112
2020-07-01,24,63664,1.0708951039540673
2020-07-01,25,39094,1.1595432300163133
2020-07-01,26,59922,1.283719634877647
2020-07-01,27,47937,1.1792837506227052
2020-07-01,28,47434,1.1708966737292492
2020-07-01,29,73242,1.1744071535755183
2020-07-01,30,44065,1.2301357434483722
2020-07-01,31,42076,1.313503346765487
2020-07-01,32,46673,1.2368787184141834
2020-07-01,33,47634,1.133189538959288
2020-07-01,35,99709,1.1946634396491818
2020-07-01,36,67131,1.199837355023302
2020-07-01,37,55122,1.2604836404520074
2020-07-01,38,83999,1.3077726472461846
2020-07-01,39,60000,1.255085711895075
2020-07-01,41,27730,1.3241807437473885
2020-07-01,42,51253,1.1827046776597279
2020-07-01,43,36598,1.2737750991203163
2020-07-01,45,46791,1.2163853667730342
2020-07-01,46,50820,1.2636840044012607
2020-07-01,47,47202,1.2571667006986922
2020-07-01,49,59754,1.1802967827954864
2020-07-01,50,103121,1.246376052536159
2020-07-01,51,75727,0.8857831034049162
2020-07-01,52,57184,1.2551154228145938
2020-07-01,53,60595,1.2951754651581164
2020-07-01,55,25685,0.7567060625850074
2020-07-01,56,20690,1.149380589967224
2020-07-01,58,51324,1.1947298178093673
2020-07-01,59,40887,1.1933600068102495
2020-07-01,60,74457,1.242385645634956
2020-07-01,61,89462,1.1851953256531553
2020-07-01,62,79298,1.354024610971348
2020-07-01,63,69296,1.2569429853665615
2020-07-01,64,129114,1.429585859965233
2020-07-01,65,72047,1.2570009552209294
2020-07-01,66,51557,1.268913181696987
2020-07-01,68,41494,1.2181218151171695
2020-07-01,69,40671,1.2723438090644836
2020-07-01,70,53665,1.3364046692607003
2020-07-01,71,46222,1.262680553184224
2020-07-01,72,74601,1.4222446761863001
2020-07-01,73,52035,1.3020169773905863
2020-07-01,74,54000,1.401320441761944
2020-07-01,75,26690,1.2651337696862446
2020-07-01,77,45817,1.19305006737711
2020-07-01,78,43863,1.4276771183682326
2020-07-01,79,38437,0.9788501941809384
2020-07-01,80,40617,1.2090341945006013
2020-07-01,81,27359,1.1680981420469505
2020-07-01,82,37606,1.3023647771152835
2020-07-01,85,32298,1.3320548114695785
2020-07-01,86,52876,1.2939137244026087
2020-07-01,87,40913,1.2991106512805723
2020-07-01,88,41675,1.3369155505654022
2020-07-01,90,32647,1.505331391618092
2020-07-01,91,38673,1.145660164957921
2020-07-01,92,31781,0.8077844450892886
2020-07-01,93,33811,1.187441100893803
2020-07-01,94,53503,1.2869857357056376
2020-07-01,95,45879,1.2900011949922794
2020-07-01,96,29195,1.2314625067225327
2020-08-01,1,36069,1.4533256776767096
2020-08-01,2,29224,1.3670074881985834
2020-08-01,3,94756,1.6163529880025018
2020-08-01,6,174598,1.1149742566354022
2020-08-01,7,173320,1.4950014232358344
2020-08-01,8,58560,1.2893921295557256
2020-08-01,9,110536,0.8273270819585424
2020-08-01,10,57735,1.316269941540911
2020-08-01,11,69031,1.3456641314129951
2020-08-01,12,92528,1.3811265836168347
2020-08-01,13,38764,1.1851776360041582
2020-08-01,14,35076,1.0839140309945767
2020-08-01,15,39549,1.0619438135621664
2020-08-01,16,34860,1.40156667761152
2020-08-01,17,67269,1.3229060313704026
2020-08-01,18,44768,1.148069155642938
2020-08-01,19,117381,1.1723260306328906
2020-08-01,20,78215,1.3615415078820514
2020-08-01,21,106085,1.3696074570888177
2020-08-01,22,57568,1.3167002441595177
2020-08-01,23,57010,1.2369232771994028
2020-08-01,24,62752,1.0555543095521116
2020-08-01,25,41282,1.2244401601660981
2020-08-01,26,56620,1.2129803031736652
2020-08-01,27,49711,1.2229253922274088
2020-08-01,28,49404,1.219525641289367
2020-08-01,29,77470,1.242201498969108
2020-08-01,30,45541,1.2713403356945947
2020-08-01,31,42339,1.321713523117786
2020-08-01,32,47642,1.2625581364533782
2020-08-01,33,48044,1.1429432382281572
2020-08-01,35,100134,1.1997555773885122
2020-08-01,36,68007,1.2154941681647777
2020-08-01,37,54811,1.2533719534272156
2020-08-01,38,89069,1.3867070074354506
2020-08-01,39,65436,1.3687964773927686
2020-08-01,41,27179,1.2978690383811855
2020-08-01,42,49290,1.1374068554396424
2020-08-01,43,36695,1.2771511356418384
2020-08-01,45,48138,1.2514021667782333
2020-08-01,46,51075,1.2700248037149624
2020-08-01,47,47420,1.262972860199398
2020-08-01,49,61231,1.2094713710772573
2020-08-01,50,109344,1.3215905886144796
2020-08-01,51,70657,0.8264790198645287
2020-08-01,52,58995,1.294864548981305
2020-08-01,53,67021,1.4325266911521102
2020-08-01,55,25648,0.7556160051851379
2020-08-01,56,20936,1.1630464974168102
2020-08-01,58,52242,1.2160991961265093
2020-08-01,59,40000,1.167471330066035
2020-08-01,60,73504,1.2264839369938596
2020-08-01,61,87796,1.163124106447927
2020-08-01,62,80561,1.3755905153277859
2020-08-01,63,69706,1.2643798738449772
2020-08-01,64,117349,1.2993205313216236
2020-08-01,65,74587,1.301316227560668
2020-08-01,66,52120,1.2827696535882027
2020-08-01,68,43383,1.2735763894834955
2020-08-01,69,41506,1.2984657898510108
2020-08-01,70,54896,1.3670599221789883
2020-08-01,71,46670,1.2749189004609869
2020-08-01,72,76364,1.4558557184527101
2020-08-01,73,52793,1.3209836127103147
2020-08-01,74,52198,1.354557859612777
2020-08-01,75,26576,1.2597300510746212
2020-08-01,77,46271,1.2048719834909807
2020-08-01,78,45158,1.469827492676576
2020-08-01,79,39114,0.9960909148787165
2020-08-01,80,40381,1.2020092524836592
2020-08-01,81,27003,1.152898648696729
2020-08-01,82,37204,1.288442779551056
2020-08-01,85,32347,1.3340757008671265
2020-08-01,86,57710,1.4122051788197774
2020-08-01,87,46190,1.4666712532116841
2020-08-01,88,44055,1.4132648969444221
2020-08-01,90,32515,1.499244959673546
2020-08-01,91,37490,1.1106146299555881
2020-08-01,92,31229,0.7937541435352379
2020-08-01,93,34268,1.2034909244159844
2020-08-01,94,54889,1.3203252162896797
2020-08-01,95,46296,1.301726178063222
2020-08-01,96,31595,1.3326959376570788
2020-09-01,1,37814,1.5236368398255316
2020-09-01,2,32822,1.5353106959230054
2020-09-01,3,86288,1.4719053846591232
2020-09-01,6,188789,1.2055972859708641
2020-09-01,7,166599,1.4370282835775836
2020-09-01,8,62250,1.370639686899657
2020-09-01,9,119578,0.8950035988857801
2020-09-01,10,60081,1.36975516337957
2020-09-01,11,72905,1.4211824180536918
2020-09-01,12,91442,1.3649163178615187
2020-09-01,13,40046,1.2243737388149447
2020-09-01,14,36641,1.1322754592790594
2020-09-01,15,43374,1.164650205300903
2020-09-01,16,35773,1.4382743763108694
2020-09-01,17,67679,1.3309690540533898
2020-09-01,18,47404,1.2156690103220569
2020-09-01,19,116884,1.167362313871025
2020-09-01,20,78677,1.3695838549592299
2020-09-01,21,111863,1.4442041662094207
2020-09-01,22,58627,1.3409217831840612
2020-09-01,23,60118,1.304356316061633
2020-09-01,24,70553,1.1867752932469104
2020-09-01,25,43243,1.2826041821147858
2020-09-01,26,62002,1.328279843825037
2020-09-01,27,52312,1.2869118126410697
2020-09-01,28,50990,1.2586756628885276
2020-09-01,29,80689,1.2938169194568008
2020-09-01,30,47299,1.3204173500366403
2020-09-01,31,43801,1.3673533627644048
2020-09-01,32,49128,1.3019385443029587
2020-09-01,33,50704,1.2062233359237466
2020-09-01,35,111656,1.337806426876902
2020-09-01,36,70515,1.2603198386657153
2020-09-01,37,56119,1.2832821998208739
2020-09-01,38,87364,1.3601620204290013
2020-09-01,39,67883,1.4199830563428895
2020-09-01,41,27730,1.3241807437473885
2020-09-01,42,51581,1.1902735445411279
2020-09-01,43,37612,1.3090668623453012
2020-09-01,45,48967,1.272952966484477
2020-09-01,46,52000,1.2930257424019196
2020-09-01,47,47827,1.2738128001846607
2020-09-01,49,60808,1.2011160218266215
2020-09-01,50,110394,1.3342814552193707
2020-09-01,51,72732,0.8507504150018667
2020-09-01,52,60871,1.336040341741521
2020-09-01,53,66422,1.4197234878576188
2020-09-01,55,25685,0.7567060625850074
2020-09-01,56,21326,1.1847119604466418
2020-09-01,58,53397,1.2429855054470964
2020-09-01,59,39007,1.1384888542971456
2020-09-01,60,76424,1.2752069057577646
2020-09-01,61,100930,1.3371237421270816
2020-09-01,62,85001,1.4514041458444797
2020-09-01,63,73870,1.3399096387818619
2020-09-01,64,111317,1.2325325617187124
2020-09-01,65,76946,1.3424736005722602
2020-09-01,66,53678,1.3211149168324547
2020-09-01,68,44198,1.2975019999168231
2020-09-01,69,42168,1.3191756716242815
2020-09-01,70,58333,1.4526505836575876
2020-09-01,71,48020,1.3117978487280177
2020-09-01,72,76255,1.453777667626256
2020-09-01,73,54004,1.3512851897184823
2020-09-01,74,53626,1.391615000183815
2020-09-01,75,27439,1.3006371489854203
2020-09-01,77,47288,1.231354117164563
2020-09-01,78,45539,1.4822284908321581
2020-09-01,79,39029,0.9939262749092761
2020-09-01,80,43676,1.3000905403896956
2020-09-01,81,27527,1.1752709366616618
2020-09-01,82,37735,1.3068322837963418
2020-09-01,85,33296,1.373214966954334
2020-09-01,86,58767,1.4380707285340817
2020-09-01,87,46244,1.468385915425874
2020-09-01,88,44503,1.427636538615767
2020-09-01,90,33165,1.529216026067143
2020-09-01,91,37149,1.1005127470850933
2020-09-01,92,29554,0.7511803118268411
2020-09-01,93,34940,1.2270915401860187
2020-09-01,94,55311,1.3304761981125266
2020-09-01,95,47305,1.3300967006497477
2020-09-01,96,32355,1.364753190786352
2020-10-01,1,42432,1.7097095887099212
2020-10-01,2,35246,1.6486978486534107
2020-10-01,3,84312,1.4381986694717688
2020-10-01,6,206229,1.3169682698064258
2020-10-01,7,172300,1.4862032380771653
2020-10-01,8,65264,1.437002867884646
2020-10-01,9,143977,1.077622415133034
2020-10-01,10,62319,1.4207781499417689
2020-10-01,11,74849,1.4590780167190287
2020-10-01,12,102374,1.5280936891664127
2020-10-01,13,47279,1.4455168056093435
2020-10-01,14,42309,1.307427264720879
2020-10-01,15,46254,1.241982076727716
2020-10-01,16,37485,1.507106337070219
2020-10-01,17,70627,1.3889441537349658
2020-10-01,18,49000,1.2565982091338448
2020-10-01,19,129947,1.2978271671109654
2020-10-01,20,81336,1.415870869847146
2020-10-01,21,110055,1.4208620322374494
2020-10-01,22,60229,1.3775628648812464
2020-10-01,23,63058,1.368144325796175
2020-10-01,24,71958,1.210408863570099
2020-10-01,25,43685,1.2957140738543675
2020-10-01,26,66518,1.4250269128665818
2020-10-01,27,53624,1.319187930896634
2020-10-01,28,52024,1.2841996996688128
2020-10-01,29,85629,1.373027909580815
2020-10-01,30,49769,1.3893708343511184
2020-10-01,31,45883,1.4323479907700551
2020-10-01,32,52575,1.3932873100213332
2020-10-01,33,52654,1.2526128812269042
2020-10-01,35,107397,1.2867772159785291
2020-10-01,36,76766,1.3720444265051734
2020-10-01,37,59768,1.3667244697677077
2020-10-01,38,96316,1.499534878893362
2020-10-01,39,74548,1.5594021608392339
2020-10-01,41,28522,1.362000835671223
2020-10-01,42,53359,1.2313023412335946
2020-10-01,43,38703,1.3470385720873708
2020-10-01,45,54014,1.4041554829107878
2020-10-01,46,58302,1.4497305160291676
2020-10-01,47,53948,1.4368380401104413
2020-10-01,49,70953,1.4015061356509715
2020-10-01,50,116684,1.4103057894524798
2020-10-01,51,72970,0.8535343147814747
2020-10-01,52,64746,1.421091619431199
2020-10-01,53,70023,1.4966923276964565
2020-10-01,55,26965,0.7944161564183267
2020-10-01,56,22876,1.270818287872896
2020-10-01,58,57513,1.3387985350259164
2020-10-01,59,40000,1.167471330066035
2020-10-01,60,84480,1.4096289045118804
2020-10-01,61,91780,1.2159042608978852
2020-10-01,62,89483,1.5279349323255205
2020-10-01,63,78043,1.4156026524902239
2020-10-01,64,156951,1.7378048105349015
2020-10-01,65,79811,1.3924591341365717
2020-10-01,66,59822,1.4723301269561293
2020-10-01,68,47581,1.3968153006480466
2020-10-01,69,46320,1.4490660479424378
2020-10-01,70,59956,1.4930677042801557
2020-10-01,71,51340,1.4024927437254566
2020-10-01,72,80095,1.5269860637141823
2020-10-01,73,58985,1.4759195043986497
2020-10-01,74,62692,1.6268811321285148
2020-10-01,75,30784,1.4591936293001633
2020-10-01,77,51837,1.3498076334685216
2020-10-01,78,47643,1.5507106433763698
2020-10-01,79,40002,1.018705035971223
2020-10-01,80,44428,1.3224751013928335
2020-10-01,81,28643,1.2229187866022444
2020-10-01,82,42179,1.460736157367057
2020-10-01,85,34237,1.4120242919154113
2020-10-01,86,58602,1.4340330599410256
2020-10-01,87,46054,1.462352844672243
2020-10-01,88,45825,1.4700457133691556
2020-10-01,90,35000,1.6138266519629128
2020-10-01,91,41237,1.2216168443712614
2020-10-01,92,31024,0.7885436148783893
2020-10-01,93,37122,1.303723301510744
2020-10-01,94,57681,1.3874852666436812
2020-10-01,95,52358,1.4721742533055595
2020-10-01,96,34696,1.463497966543757
2020-11-01,1,41898,1.6881931643044936
2020-11-01,2,37174,1.738883669802017
2020-11-01,3,73895,1.2605049184056405
2020-11-01,6,218518,1.3954452205148673
2020-11-01,7,163121,1.4070281973208663
2020-11-01,8,68749,1.5137366720428036
2020-11-01,9,170497,1.2761162471293117
2020-11-01,10,63911,1.4570733217947718
2020-11-01,11,76154,1.484517191749
2020-11-01,12,106951,1.5964126453009262
2020-11-01,13,46138,1.4106316626240802
2020-11-01,14,42567,1.3153999474668192
2020-11-01,15,47974,1.2881663888298407
2020-11-01,16,37951,1.5258421394731727
2020-11-01,17,72387,1.4235561535448622
2020-11-01,18,49971,1.2814993695638237
2020-11-01,19,139843,1.3966620586108085
2020-11-01,20,83162,1.4476572892474227
2020-11-01,21,116826,1.5082788403813754
2020-11-01,22,61579,1.4084401809182
2020-11-01,23,66001,1.4319974253365686
2020-11-01,24,73436,1.2352703702873034
2020-11-01,25,43635,1.294231054426813
2020-11-01,26,70242,1.504806825424313
2020-11-01,27,55011,1.3533091016439418
2020-11-01,28,51938,1.28207681072964
2020-11-01,29,88016,1.4113025317318317
2020-11-01,30,48612,1.3570715706459155
2020-11-01,31,45876,1.4321294689660016
2020-11-01,32,52831,1.4000715525580039
2020-11-01,33,54097,1.2869411447512409
2020-11-01,35,106117,1.271440895257722
2020-11-01,36,75400,1.3476298069261141
2020-11-01,37,60045,1.3730586733235512
