fecha,clae2,salario_median,salario_normalizado,ipc_normalizado,salario_real
2019-04-01,80,28650,0.8528160541754002,112.24620004741708,25524.24936247031
2019-04-01,81,20648,0.8815706143128563,112.24620004741708,18395.277516100767
2019-04-01,82,24816,0.8594236108305291,112.24620004741708,22108.543531555435
2019-04-01,85,21561,0.8892325775619413,112.24620004741708,19208.668080426607
2019-04-01,86,34397,0.8417193126990795,112.24620004741708,30644.244513818194
2019-04-01,87,26695,0.8476464408851679,112.24620004741708,23782.5422942808
2019-04-01,88,26051,0.8357045472772475,112.24620004741708,23208.803495347784
2019-04-01,90,20173,0.9301635728585096,112.24620004741708,17972.10060694986
2019-04-01,91,28634,0.8482619182221476,112.24620004741708,25509.994982372595
2019-04-01,92,33542,0.8525441571122657,112.24620004741708,29882.526077346563
2019-04-01,93,23855,0.8377867398722805,112.24620004741708,21252.389826936447
2019-04-01,94,34345,0.8261504045158238,112.24620004741708,30597.917778500618
2019-04-01,95,30751,0.8646401784521803,112.24620004741708,27396.027649051463
2019-04-01,96,20166,0.850613903427525,112.24620004741708,17965.864315657112
2019-05-01,1,20817,0.8387779154452872,115.55954795711388,18014.089158366685
2019-05-01,2,18182,0.8504971992344185,115.55954795711388,15733.879477226452
2019-05-01,3,44218,0.7542730425882754,115.55954795711388,38264.254907270886
2019-05-01,6,139261,0.8893139093993215,115.55954795711388,120510.16334165841
2019-05-01,7,102513,0.8842434854614303,115.55954795711388,88710.10817560858
2019-05-01,8,40855,0.8995579824624175,115.55954795711388,35354.06699164485
2019-05-01,9,130893,0.9796928036006324,115.55954795711388,113268.87506394245
2019-05-01,10,38636,0.8808418716787847,115.55954795711388,33433.84487306794
2019-05-01,11,45625,0.8893964450133693,115.55954795711388,39481.808995075175
2019-05-01,12,53207,0.7941985359512896,115.55954795711388,46042.928464678684
2019-05-01,13,26907,0.822659546279122,115.55954795711388,23284.099389161376
2019-05-01,14,28906,0.8932494862563928,115.55954795711388,25013.943469844235
2019-05-01,15,32889,0.8831138608876606,115.55954795711388,28460.65131044444
2019-05-01,16,22449,0.9025751676907922,115.55954795711388,19426.34805765354
2019-05-01,17,46262,0.9097842813667152,115.55954795711388,40033.039950250255
2019-05-01,18,36626,0.9392686940354328,115.55954795711388,31694.481890490373
2019-05-01,19,80073,0.7997176906898684,115.55954795711388,69291.54831041435
2019-05-01,20,48731,0.8482935398657578,115.55954795711388,42169.60074825224
2019-05-01,21,66959,0.8644723167197071,115.55954795711388,57943.2865424929
2019-05-01,22,39444,0.9021665583419264,115.55954795711388,34133.05148496976
2019-05-01,23,40964,0.8887796023012863,115.55954795711388,35448.39065587418
2019-05-01,24,57845,0.9730134344091328,115.55954795711388,50056.44364537257
2019-05-01,25,32947,0.9772208215927628,115.55954795711388,28510.841884071055
2019-05-01,26,42709,0.914962482660616,115.55954795711388,36958.43463826117
2019-05-01,27,38923,0.9575330418150396,115.55954795711388,33682.20167704792
2019-05-01,28,39540,0.9760352169172856,115.55954795711388,34216.12553786899
2019-05-01,29,56815,0.9110065594930924,115.55954795711388,49165.12828614129
2019-05-01,30,33720,0.9413406846494748,115.55954795711388,29179.761080853372
2019-05-01,31,29394,0.9176042726215592,115.55954795711388,25436.236572081965
2019-05-01,32,33930,0.8991771455829546,115.55954795711388,29361.485571570425
2019-05-01,33,39055,0.9290993291358064,115.55954795711388,33796.42849978435
2019-05-01,35,72533,0.8690541803455465,115.55954795711388,62766.773738954245
2019-05-01,36,48087,0.8594625268654649,115.55954795711388,41612.31231005326
2019-05-01,37,39171,0.8957295577109972,115.55954795711388,33896.80964703758
2019-05-01,38,58617,0.9126026412651294,115.55954795711388,50724.497487437184
2019-05-01,39,40296,0.8429155641087323,115.55954795711388,34870.33370445039
2019-05-01,41,19998,0.954957321076822,115.55954795711388,17305.363644570156
2019-05-01,42,40212,0.9279246190087016,115.55954795711388,34797.64390816357
2019-05-01,43,27059,0.9417749715038154,115.55954795711388,23415.633306251817
2019-05-01,45,34144,0.8876121895898459,115.55954795711388,29546.671481158286
2019-05-01,46,35379,0.8797299565468752,115.55954795711388,30615.384557518133
2019-05-01,47,33350,0.8882358685712763,115.55954795711388,28859.579835304266
2019-05-01,49,42287,0.8352781412804622,115.55954795711388,36593.25494739165
2019-05-01,50,72803,0.8799363442246484,115.55954795711388,63000.41951273334
2019-05-01,51,73532,0.8601080613198766,115.55954795711388,63631.26310193683
2019-05-01,52,40169,0.8816580060688202,115.55954795711388,34760.43365530246
2019-05-01,53,40453,0.8646543954458501,115.55954795711388,35006.19439512934
2019-05-01,55,29913,0.8812672162781906,115.55954795711388,25885.355670568413
2019-05-01,56,15597,0.8664518637853452,115.55954795711388,13496.937531971233
2019-05-01,58,37373,0.8699757906825166,115.55954795711388,32340.901864612482
2019-05-01,59,29852,0.871283853628282,115.55954795711388,25832.569032788695
2019-05-01,60,49919,0.8329458485360862,115.55954795711388,43197.64215288017
2019-05-01,61,59256,0.7850253092587174,115.55954795711388,51277.45915204766
2019-05-01,62,50000,0.8537571004132185,115.55954795711388,43267.73588501389
2019-05-01,63,47500,0.8615907383530315,115.55954795711388,41104.34909076319
2019-05-01,64,87785,0.9719797598792383,115.55954795711388,75965.1638933189
